Accession;suppdata_id;type;pi0;type_filtered;pi0_filtered
GSE95687;GSE95687_sleuthResults.txt.gz;anti-conservative;0.71;NA; NA

GSE95850;GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz;other;1.00;NA; NA

GSE96072;GSE96072_Galaxy106-_Cuffdiff_on_data_40__data_39__and_others_transcript_differential_expression_testing_.tabular.txt.gz;bimodal;0.92;NA; NA

GSE96072;GSE96072_Galaxy24-_Cuffdiff_on_data_7__data_6__and_others_transcript_differential_expression_testing_.tabular.txt.gz;bimodal;0.79;NA; NA

GSE96072;GSE96072_Galaxy55-_Cuffdiff_on_data_2__data_4__and_others_transcript_differential_expression_testing_.tabular.txt.gz;bimodal;0.71;NA; NA

GSE96626;GSE96626_DE_TrtVsVeh.xlsx;anti-conservative;0.89;anti-conservative;0.87

GSE96814;GSE96814_Deseq_TotRNA.xlsx-sheet-Feuil1;other;1.00;other;1.00

GSE96814;GSE96814_Deseq2_MS2RsaA.xlsx-sheet-Feuil1;other;1.00;other;1.00

GSE96999;GSE96999_DESeq2_miseq_output.txt.gz;anti-conservative;0.25;anti-conservative;0.23

GSE96999;GSE96999_DESeq2_nextseq_output.txt.gz;anti-conservative;0.41;anti-conservative;0.09

GSE97060;GSE97060_122KOMouse_SleuthOutput.txt.gz;anti-conservative;0.46;NA; NA

GSE97129;GSE97129_Can_vs_WT_CuffDiff_Output_BDGP5.txt.gz;bimodal;0.83;NA; NA

GSE97129;GSE97129_CG9879_vs_WT_CuffDiff_Output_BDGP5.txt.gz;conservative;1.00;NA; NA

GSE97129;GSE97129_Comr_vs_WT_CuffDiff_Output_BDGP5.txt.gz;bimodal;0.83;NA; NA

GSE97129;GSE97129_Mip40_vs_WT_CuffDiff_Output_BDGP5.txt.gz;bimodal;0.82;NA; NA

GSE97256;GSE97256_Y1differentialGenes.tab.gz;conservative;1.00;NA; NA

GSE97258;GSE97258_differential_expression.xls.gz-sheet-Sheet1;bimodal;0.95;NA; NA

GSE97395;GSE97395_Treat_vs_control_diff.txt.gz;spiky;0.90;anti-conservative;0.60

GSE97421;GSE97421_GFP_RFP.txt.gz;anti-conservative;0.57;anti-conservative;0.31

GSE97421;GSE97421_GFP_Whole.txt.gz;anti-conservative;0.34;anti-conservative;0.04

GSE97525;GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PM vs WT;other;1.00;other;1.00

GSE97525;GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs PM;other;1.00;other;1.00

GSE97525;GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs WT;other;1.00;other;1.00

GSE98387;GSE98387_gene_exp.txt.gz;other;1.00;other;1.00

GSE98526;GSE98526_A1_vs_UA159T5.txt.gz;anti-conservative;0.80;NA; NA

GSE98526;GSE98526_A12_vs_UA159T5.txt.gz;anti-conservative;0.58;NA; NA

GSE98526;GSE98526_A2_vs_UA159T5.txt.gz;other;1.00;NA; NA

GSE98526;GSE98526_UA159T5_vs_UA159T0.txt.gz;anti-conservative;0.93;NA; NA

GSE98541;GSE98541_RPE1_diff_expression_WT_SAFA.xlsx;conservative;1.00;NA; NA

GSE98650;GSE98650_mb1_hdac3_cuffdiff_out.txt.gz;conservative;0.99;NA; NA

GSE98739;GSE98739_Q111SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz;bimodal;0.92;NA; NA

GSE98739;GSE98739_Q7SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz;bimodal;0.80;NA; NA

GSE98739;GSE98739_Q7SST_vs_Q111SST_DEGs_with_fpkm.diff.gz;bimodal;0.82;NA; NA

GSE98759;GSE98759_gene_exp.txt.gz;other;1.00;other;1.00

GSE98869;GSE98869_diffexp.tsv.gz;spiky;0.78;other;1.00

GSE98875;GSE98875_Diff.summary.xlsx-sheet-all_genes;conservative;1.00;NA; NA

GSE99096;GSE99096_Yang_Processed_data_Oxidative_Stress.xlsx;anti-conservative;0.31;NA; NA

GSE99347;GSE99347_H2AfZKO_WT.anno.txt.gz;bimodal;0.79;NA; NA

GSE99397;GSE99397_CreNeg-MHCPos_vs_Control.CuffDiff.gene_exp.diff.gz;conservative;1.00;NA; NA

GSE99397;GSE99397_CreNeg-MHCPos_vs_CrePos-MHCNeg.CuffDiff.gene_exp.diff.gz;conservative;1.00;NA; NA

GSE99397;GSE99397_CrePos-MHCNeg_vs_Control.CuffDiff.gene_exp.diff.gz;conservative;0.99;NA; NA

GSE99944;GSE99944_Digo_expression_SD-T50nM_SD-Ctrl.csv.gz;anti-conservative;0.48;anti-conservative;0.34
