"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,,Average Journal Impact Factor Percentile,Normalized Eigenfactor
4036,FEBS Open Bio,FEBS OPEN BIO,2211-5463,775,2.143,2.121,2.066,0.189,106,2.6,8.6,0.003210,0.612,98.110,,31.897,0.36859
4036,GENESIS,GENESIS,1526-954X,"3,864",2.143,2.117,2.067,0.367,60,>10.0,9.4,0.005410,0.939,83.330,,38.513,0.62015
4036,Health and Quality of Life Outcomes,HEALTH QUAL LIFE OUT,1477-7525,"6,426",2.143,1.985,2.914,0.236,165,7.1,8.5,0.011430,0.907,95.150,,62.146,1.31343
4036,Health and Quality of Life Outcomes,HEALTH QUAL LIFE OUT,1477-7525,"6,426",2.143,1.985,2.914,0.236,165,7.1,8.5,0.011430,0.907,95.150,,62.146,1.31343
4040,JOURNAL OF THROMBOSIS AND THROMBOLYSIS,J THROMB THROMBOLYS,0929-5305,"2,504",2.142,1.993,2.119,0.878,147,4.7,6.8,0.006220,0.635,92.520,,36.627,0.70999
4041,American Journal of Mens Health,AM J MENS HEALTH,1557-9883,669,2.141,2.000,1.813,0.366,71,4.0,9.1,0.002160,0.574,98.590,,76.115,0.24825
4041,CLINICAL RADIOLOGY,CLIN RADIOL,0009-9260,"5,717",2.141,1.993,2.020,0.484,188,8.2,7.0,0.008530,0.574,80.320,,58.661,0.97904
4043,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,INT J CLIN PRACT,1368-5031,"5,285",2.140,2.074,2.481,0.504,119,6.9,6.9,0.008960,0.736,77.310,,71.935,1.02737
4043,Planning Theory,PLAN THEOR,1473-0952,734,2.140,1.721,2.538,0.273,22,7.2,>10.0,0.001020,0.671,100.000,,75.455,0.11747
4045,Plasmonics,PLASMONICS,1557-1955,"2,339",2.139,1.752,2.024,0.478,209,3.5,6.5,0.005330,0.447,100.000,,49.355,0.61093
4045,Virology Journal,VIROL J,1743-422X,"5,723",2.139,2.083,2.157,0.358,201,5.2,7.7,0.015360,0.634,93.030,,39.706,1.76403
4047,CANADIAN GEOTECHNICAL JOURNAL,CAN GEOTECH J,0008-3674,"7,876",2.138,1.873,2.451,0.377,162,>10.0,>10.0,0.008130,0.904,99.380,,61.797,0.93278
4047,JOURNAL OF FISH DISEASES,J FISH DIS,0140-7775,"4,307",2.138,1.841,2.158,0.464,153,9.9,>10.0,0.004370,0.552,100.000,,80.395,0.50249
4047,NEPHRON CLINICAL PRACTICE,NEPHRON CLIN PRACT,1660-2110,"1,800",2.138,2.138,1.863,Not Available,0,5.9,Not Available,0.004220,0.589,Not Available,,53.896,0.48376
4047,POLITICAL BEHAVIOR,POLIT BEHAV,0190-9320,"1,733",2.138,1.925,2.506,0.325,40,9.0,>10.0,0.004660,1.819,100.000,,81.515,0.53498
4047,Women and Birth,WOMEN BIRTH,1871-5192,758,2.138,1.862,2.129,0.356,90,3.5,6.7,0.002160,0.603,93.330,,79.610,0.24832
4047,Women and Birth,WOMEN BIRTH,1871-5192,758,2.138,1.862,2.129,0.356,90,3.5,6.7,0.002160,0.603,93.330,,79.610,0.24832
4053,Archives of Agronomy and Soil Science,ARCH AGRON SOIL SCI,0365-0340,"1,072",2.137,1.962,1.359,0.271,129,3.0,>10.0,0.002500,0.314,99.220,,71.678,0.28686
4053,European Journal of Medical Genetics,EUR J MED GENET,1769-7212,"1,562",2.137,2.075,1.625,0.306,111,4.3,7.5,0.005440,0.620,90.090,,38.623,0.62479
4053,Vitamins and Hormones,VITAM HORM,0083-6729,"1,437",2.137,2.137,2.035,0.542,24,8.0,9.3,0.002010,0.610,0.000,,29.363,0.23082
4056,International Journal of Geomechanics,INT J GEOMECH,1532-3641,"1,666",2.136,1.412,2.270,0.256,180,5.2,>10.0,0.003110,0.550,100.000,,61.429,0.35697
4056,MARINE BIOLOGY,MAR BIOL,0025-3162,"16,794",2.136,1.977,2.498,0.335,245,>10.0,>10.0,0.013520,0.793,98.780,,70.952,1.55245
4058,British Accounting Review,BRIT ACCOUNT REV,0890-8389,"1,072",2.135,1.981,Not Available,0.429,28,>10.0,>10.0,0.000470,Not Available,100.000,,85.938,0.05424
4058,COGNITIVE LINGUISTICS,COGN LINGUIST,0936-5907,"1,010",2.135,1.892,2.076,0.542,24,>10.0,>10.0,0.001420,0.937,100.000,,94.780,0.16190
4058,International Forum of Allergy & Rhinology,INT FORUM ALLERGY RH,2042-6976,"1,809",2.135,1.573,2.371,1.237,173,2.8,7.5,0.005590,0.578,95.950,,75.000,0.64173
4061,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,INT J SYST EVOL MICR,1466-5026,"20,798",2.134,1.095,2.488,0.367,843,7.9,>10.0,0.017400,0.388,99.640,,39.600,1.99874
4062,ACM Transactions on Autonomous and Adaptive Systems,ACM T AUTON ADAP SYS,1556-4665,459,2.133,2.067,1.694,0.577,26,6.2,7.9,0.000870,0.488,100.000,,64.238,0.09988
4062,JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,J APPL MECH-T ASME,0021-8936,"12,321",2.133,1.797,1.926,0.448,134,>10.0,>10.0,0.007040,0.617,99.250,,68.797,0.80792
4062,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,MUTAT RES-GEN TOX EN,1383-5718,"6,553",2.133,1.882,2.528,0.785,107,9.3,9.3,0.005870,0.551,99.070,,43.032,0.67486
4065,ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,ARCHAEA,1472-3646,476,2.132,1.816,2.750,0.048,21,4.7,7.8,0.001440,0.960,90.480,,38.800,0.16457
4065,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,0097-7403,"2,137",2.132,1.868,1.866,0.361,36,>10.0,>10.0,0.001870,0.644,91.670,,52.768,0.21505
4065,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,0097-7403,"2,137",2.132,1.868,1.866,0.361,36,>10.0,>10.0,0.001870,0.644,91.670,,52.768,0.21505
4065,SYNAPSE,SYNAPSE,0887-4476,"4,361",2.132,2.007,2.010,0.72,50,>10.0,9.9,0.004260,0.608,96.000,,29.537,0.48790
4069,ACTA CHIMICA SINICA,ACTA CHIM SINICA,0567-7351,"2,239",2.131,1.677,0.922,0.558,113,4.8,5.5,0.003240,0.167,86.730,,55.120,0.37130
4069,Future Oncology,FUTURE ONCOL,1479-6694,"3,219",2.131,2.078,2.205,0.776,192,4.1,5.1,0.007600,0.590,54.690,,29.724,0.87217
4069,MICHIGAN LAW REVIEW,MICH LAW REV,0026-2234,"2,370",2.131,1.984,2.770,0.56,25,>10.0,>10.0,0.002680,1.261,96.000,,86.242,0.31409
4072,EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,EUR J APPL PHYSIOL,1439-6319,"13,706",2.130,1.980,2.567,0.473,220,9.6,>10.0,0.016400,0.748,97.730,,59.006,1.88379
4073,Journal of Addiction Medicine,J ADDICT MED,1932-0620,923,2.129,1.886,2.184,0.45,60,4.0,6.8,0.003580,0.832,86.670,,30.556,0.41036
4073,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q J EXP PSYCHOL,1747-0218,"4,741",2.129,2.064,2.201,0.564,149,7.5,>10.0,0.010140,0.931,97.320,,50.794,1.16402
4073,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q J EXP PSYCHOL,1747-0218,"4,741",2.129,2.064,2.201,0.564,149,7.5,>10.0,0.010140,0.931,97.320,,50.794,1.16402
4076,ACADEMIC RADIOLOGY,ACAD RADIOL,1076-6332,"4,804",2.128,1.909,2.057,0.543,188,6.8,6.6,0.009120,0.653,96.280,,57.874,1.04825
4076,Sport Management Review,SPORT MANAG REV,1441-3523,"1,026",2.128,1.721,2.782,0.435,46,5.4,9.1,0.001430,0.482,86.960,,64.768,0.16395
4078,SYSTEMATICS AND BIODIVERSITY,SYST BIODIVERS,1477-2000,746,2.127,2.028,2.141,0.512,41,6.0,>10.0,0.001630,0.695,100.000,,73.148,0.18699
4079,TETRAHEDRON-ASYMMETRY,TETRAHEDRON-ASYMMETR,0957-4166,"9,376",2.126,1.861,1.858,0.415,147,>10.0,8.9,0.005970,0.363,100.000,,53.066,0.68517
4080,JOURNAL OF PUBLIC HEALTH,J PUBLIC HEALTH-UK,1741-3842,"2,050",2.125,1.988,2.853,0.469,128,5.5,7.2,0.006260,1.104,96.090,,68.279,0.71856
4080,JOURNAL OF PUBLIC HEALTH,J PUBLIC HEALTH-UK,1741-3842,"2,050",2.125,1.988,2.853,0.469,128,5.5,7.2,0.006260,1.104,96.090,,68.279,0.71856
4082,Current Urology Reports,CURR UROL REP,1527-2737,"1,082",2.124,2.062,Not Available,0.438,89,4.2,5.7,0.002690,Not Available,97.750,,52.597,0.30902
4082,Heart Failure Clinics,HEART FAIL CLIN,1551-7136,760,2.124,2.115,1.916,0.383,47,4.2,7.8,0.002490,0.660,51.060,,44.841,0.28545
4082,JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,J MICROELECTROMECH S,1057-7157,"6,337",2.124,1.929,2.063,0.445,119,9.3,8.3,0.006620,0.510,99.160,,57.737,0.75908
4082,JOURNAL OF NON-CRYSTALLINE SOLIDS,J NON-CRYST SOLIDS,0022-3093,"23,082",2.124,1.778,1.926,0.529,488,>10.0,>10.0,0.016390,0.442,98.980,,72.451,1.87960
4086,AGE,AGE,0161-9152,"2,615",2.123,1.981,2.850,0.477,88,3.9,8.3,0.008060,0.816,96.590,,39.796,0.92591
4086,JOURNAL OF CLINICAL PSYCHOLOGY,J CLIN PSYCHOL,0021-9762,"6,994",2.123,2.049,3.008,0.46,100,>10.0,9.3,0.007460,0.994,92.000,,59.091,0.85716
4086,SUPERLATTICES AND MICROSTRUCTURES,SUPERLATTICE MICROST,0749-6036,"5,533",2.123,1.838,2.140,0.443,587,3.6,7.3,0.008820,0.361,99.660,,54.478,1.01055
4089,Computer Assisted Language Learning,COMPUT ASSIST LANG L,0958-8221,976,2.121,1.586,2.902,0.188,64,7.0,>10.0,0.001140,0.598,100.000,,90.626,0.13121
4089,FUNCTIONAL PLANT BIOLOGY,FUNCT PLANT BIOL,1445-4408,"4,767",2.121,2.009,2.888,0.57,100,7.8,9.5,0.006170,0.798,92.000,,70.047,0.70649
4089,ORGANIZATION,ORGANIZATION,1350-5084,"2,301",2.121,1.901,2.861,0.3,40,9.8,>10.0,0.003200,0.999,95.000,,59.021,0.36780
4089,PHOTOCHEMISTRY AND PHOTOBIOLOGY,PHOTOCHEM PHOTOBIOL,0031-8655,"9,702",2.121,2.048,2.272,0.462,104,>10.0,9.1,0.007310,0.567,95.190,,33.754,0.83955
4093,Foodborne Pathogens and Disease,FOODBORNE PATHOG DIS,1535-3141,"3,157",2.120,2.011,2.234,0.134,97,5.6,7.7,0.007480,0.666,96.910,,70.385,0.85973
4094,HEALTH POLICY,HEALTH POLICY,0168-8510,"5,792",2.119,1.792,2.380,0.546,152,7.8,6.4,0.010220,0.805,84.870,,60.942,1.17323
4094,HEALTH POLICY,HEALTH POLICY,0168-8510,"5,792",2.119,1.792,2.380,0.546,152,7.8,6.4,0.010220,0.805,84.870,,60.942,1.17323
4096,ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,ANN AM ACAD POLIT SS,0002-7162,"3,827",2.118,2.018,2.293,0.714,77,>10.0,7.6,0.006680,1.239,97.400,,86.027,0.76761
4096,MEMORY,MEMORY,0965-8211,"3,036",2.118,1.861,2.200,0.324,111,8.3,>10.0,0.004730,0.774,99.100,,55.357,0.54299
4098,JOURNAL OF APPLIED ECONOMETRICS,J APPL ECONOMET,0883-7252,"4,188",2.117,2.008,2.641,0.319,72,>10.0,>10.0,0.009480,2.347,100.000,,82.897,1.08922
4098,SOIL USE AND MANAGEMENT,SOIL USE MANAGE,0266-0032,"2,750",2.117,1.975,2.542,0.141,85,9.5,>10.0,0.003080,0.658,97.650,,60.294,0.35295
4100,IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,IEEE T DIELECT EL IN,1070-9878,"9,056",2.115,1.392,2.335,0.186,440,7.5,>10.0,0.006940,0.312,99.550,,60.779,0.76527
4100,PHYSICS OF PLASMAS,PHYS PLASMAS,1070-664X,"26,949",2.115,1.286,1.998,0.492,"1,361",6.8,>10.0,0.051530,0.622,99.930,,56.452,5.90419
4102,Acta Crystallographica Section D-Structural Biology,ACTA CRYSTALLOGR D,2059-7983,"16,861",2.114,1.924,4.280,0.623,122,6.7,8.6,0.036820,2.329,100.000,,41.448,4.20850
4102,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,0272-4634,"5,054",2.114,1.785,2.220,0.402,112,>10.0,>10.0,0.006010,0.691,100.000,,86.111,0.69014
4102,STRESS AND HEALTH,STRESS HEALTH,1532-3005,"1,095",2.114,2.068,2.089,0.403,67,5.8,>10.0,0.002420,0.652,98.510,,53.348,0.27804
4102,STRESS AND HEALTH,STRESS HEALTH,1532-3005,"1,095",2.114,2.068,2.089,0.403,67,5.8,>10.0,0.002420,0.652,98.510,,53.348,0.27804
4106,JOURNAL OF THEORETICAL BIOLOGY,J THEOR BIOL,0022-5193,"19,308",2.113,1.842,2.260,0.519,439,>10.0,10.0,0.022230,0.730,99.770,,72.859,2.55313
4106,SOCIAL FORCES,SOC FORCES,0037-7732,"6,661",2.113,2.000,2.748,0.266,64,>10.0,>10.0,0.007300,1.687,100.000,,87.063,0.83878
4106,URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,1618-8667,"2,104",2.113,1.632,2.844,0.362,185,5.0,8.8,0.002650,0.473,98.920,,79.236,0.30444
4106,URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,1618-8667,"2,104",2.113,1.632,2.844,0.362,185,5.0,8.8,0.002650,0.473,98.920,,79.236,0.30444
4110,Carbon Letters,CARBON LETT,1976-4251,423,2.112,1.588,Not Available,0.2,55,3.5,6.7,0.000840,Not Available,94.550,,56.259,0.09602
4110,JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,J APPL RES INTELLECT,1360-2322,"1,508",2.112,2.000,1.874,0.25,52,8.2,>10.0,0.002120,0.596,94.230,,82.709,0.24283
4112,PSYCHOMETRIKA,PSYCHOMETRIKA,0033-3123,"9,202",2.111,1.733,2.738,0.481,54,>10.0,>10.0,0.005990,2.021,100.000,,74.499,0.68737
4112,PSYCHOMETRIKA,PSYCHOMETRIKA,0033-3123,"9,202",2.111,1.733,2.738,0.481,54,>10.0,>10.0,0.005990,2.021,100.000,,74.499,0.68737
4112,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,WIRES DATA MIN KNOWL,1942-4787,481,2.111,1.978,3.110,0.143,14,4.4,7.8,0.002220,1.004,64.290,,66.561,0.25523
4115,JOURNAL OF MONETARY ECONOMICS,J MONETARY ECON,0304-3932,"6,626",2.110,1.966,3.114,0.179,67,>10.0,8.5,0.020770,4.829,100.000,,83.874,2.38513
4116,HYDROGEOLOGY JOURNAL,HYDROGEOL J,1431-2174,"4,969",2.109,1.845,2.484,0.41,139,8.9,>10.0,0.006360,0.756,97.120,,64.900,0.72999
4116,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,J GERIATR PSYCH NEUR,0891-9887,"1,417",2.109,2.063,2.769,0.625,40,8.2,8.1,0.001870,0.835,97.500,,40.790,0.21511
4116,Journal of the Association for Information Systems,J ASSOC INF SYST,1536-9323,"1,702",2.109,2.016,3.487,0.5,26,7.9,>10.0,0.002240,1.000,96.150,,65.949,0.25751
4116,Journal of the Association for Information Systems,J ASSOC INF SYST,1536-9323,"1,702",2.109,2.016,3.487,0.5,26,7.9,>10.0,0.002240,1.000,96.150,,65.949,0.25751
4116,OPTICS AND LASER TECHNOLOGY,OPT LASER TECHNOL,0030-3992,"4,770",2.109,1.891,1.801,0.639,294,4.1,7.5,0.009260,0.379,95.580,,60.737,1.06256
4116,Politics & Gender,POLIT GENDER,1743-923X,634,2.109,1.870,2.773,0.108,37,7.1,>10.0,0.002740,1.964,100.000,,85.883,0.31456
4122,AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,AM J COMMUN PSYCHOL,0091-0562,"5,017",2.108,1.392,2.806,0.657,67,>10.0,9.4,0.004400,0.801,94.030,,79.146,0.50550
4122,Aging Male,AGING MALE,1368-5538,727,2.108,1.506,1.912,0.39,41,5.7,8.7,0.001300,0.468,95.120,,38.874,0.14989
4124,European Accounting Review,EUR ACCOUNT REV,0963-8180,"1,426",2.107,1.946,2.462,0.267,30,9.8,>10.0,0.001170,0.618,96.670,,83.854,0.13464
4124,JOURNAL OF THE AMERICAN COLLEGE OF NUTRITION,J AM COLL NUTR,0731-5724,"4,121",2.107,2.074,2.144,0.42,81,>10.0,8.4,0.002430,0.607,87.650,,40.123,0.27865
4126,PLANT BIOLOGY,PLANT BIOLOGY,1435-8603,"4,365",2.106,2.041,2.459,0.783,129,6.9,>10.0,0.007120,0.694,94.570,,69.575,0.81569
4127,Journal of Cardiovascular Nursing,J CARDIOVASC NURS,0889-4655,"1,579",2.105,2.030,2.314,0.427,75,6.2,8.6,0.002820,0.628,90.670,,76.421,0.32359
4127,Journal of Cardiovascular Nursing,J CARDIOVASC NURS,0889-4655,"1,579",2.105,2.030,2.314,0.427,75,6.2,8.6,0.002820,0.628,90.670,,76.421,0.32359
4129,EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,0961-5423,"2,181",2.104,1.983,2.040,1.17,94,6.3,8.1,0.003780,0.587,87.230,,72.249,0.43276
4129,EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,0961-5423,"2,181",2.104,1.983,2.040,1.17,94,6.3,8.1,0.003780,0.587,87.230,,72.249,0.43276
4129,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,PHYSIOL BIOCHEM ZOOL,1522-2152,"2,833",2.104,2.037,2.395,0.283,46,9.4,>10.0,0.003500,0.751,100.000,,62.966,0.40187
4132,ACM Transactions on Information and System Security,ACM T INFORM SYST SE,1094-9224,"1,105",2.103,2.103,2.659,0.5,6,>10.0,7.2,0.000930,0.736,100.000,,56.507,0.10688
4132,NEUROLOGIA,NEUROLOGIA,0213-4853,891,2.103,1.841,1.668,0.375,64,4.6,8.9,0.001570,0.348,78.130,,41.495,0.17995
4132,Worldviews on Evidence-Based Nursing,WORLDV EVID-BASED NU,1545-102X,918,2.103,1.724,2.813,0.417,48,6.3,6.1,0.001590,0.738,72.920,,90.869,0.18283
4132,Worldviews on Evidence-Based Nursing,WORLDV EVID-BASED NU,1545-102X,918,2.103,1.724,2.813,0.417,48,6.3,6.1,0.001590,0.738,72.920,,90.869,0.18283
4136,International Journal of Mechanics and Materials in Design,INT J MECH MATER DES,1569-1713,451,2.102,1.915,1.894,0.333,36,4.8,9.9,0.000900,0.444,100.000,,65.868,0.10330
4136,JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,J PLANT NUTR SOIL SC,1436-8730,"3,533",2.102,1.990,2.157,0.37,81,8.6,>10.0,0.004080,0.564,97.530,,68.457,0.46754
4138,ANNALS OF FOREST SCIENCE,ANN FOREST SCI,1286-4560,"3,105",2.101,1.944,2.156,0.489,88,8.4,9.0,0.003990,0.592,80.680,,85.156,0.45763
4138,International Journal of Environmental Research and Public Health,INT J ENV RES PUB HE,1660-4601,"9,250",2.101,1.850,2.540,0.351,"1,220",3.4,7.5,0.026940,0.684,91.480,,63.610,3.09285
4138,International Journal of Environmental Research and Public Health,INT J ENV RES PUB HE,1660-4601,"9,250",2.101,1.850,2.540,0.351,"1,220",3.4,7.5,0.026940,0.684,91.480,,63.610,3.09285
4138,JOURNAL OF FLUORINE CHEMISTRY,J FLUORINE CHEM,0022-1139,"6,110",2.101,1.877,1.888,0.378,193,8.5,9.3,0.007040,0.432,96.890,,54.891,0.80617
4138,JOURNAL OF VIBRATION AND CONTROL,J VIB CONTROL,1077-5463,"3,683",2.101,1.910,2.066,0.477,300,5.0,>10.0,0.006870,0.476,97.000,,70.343,0.78761
4143,JOURNAL OF ECONOMIC SURVEYS,J ECON SURV,0950-0804,"2,093",2.100,2.022,2.786,0.302,43,9.0,9.7,0.004910,1.624,62.790,,82.565,0.56353
4143,JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,0022-1759,"11,825",2.100,2.023,2.094,0.425,120,>10.0,7.6,0.009710,0.733,99.170,,31.969,1.11517
4143,TECHNICAL COMMUNICATION,TECH COMMUN-STC,0049-3155,615,2.100,1.300,2.125,0.25,16,>10.0,6.1,0.000340,0.332,100.000,,82.911,0.03939
4146,CRIMINAL JUSTICE AND BEHAVIOR,CRIM JUSTICE BEHAV,0093-8548,"3,319",2.099,1.838,2.669,0.221,86,8.3,>10.0,0.004710,0.895,96.510,,68.356,0.54044
4146,JOURNAL OF APPLIED MICROBIOLOGY,J APPL MICROBIOL,1364-5072,"16,135",2.099,2.028,2.619,0.455,314,9.3,8.4,0.014840,0.679,92.990,,43.844,1.70422
4148,INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM,INT J SPORT NUTR EXE,1526-484X,"2,050",2.098,1.955,2.367,0.266,64,8.3,8.7,0.002590,0.584,95.310,,54.321,0.29703
4148,JOURNAL OF ORAL REHABILITATION,J ORAL REHABIL,0305-182X,"4,824",2.098,1.805,2.280,0.402,107,>10.0,9.3,0.005260,0.683,84.110,,73.889,0.60467
4148,Journal of Environmental Policy & Planning,J ENVIRON POL PLAN,1523-908X,767,2.098,1.951,2.443,0.5,36,7.0,8.7,0.001400,0.744,100.000,,67.143,0.16086
4151,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,"1,050",2.097,2.016,2.365,0.5,32,8.1,7.4,0.001720,0.754,100.000,,67.758,0.19801
4152,AUK,AUK,0004-8038,"6,078",2.096,1.956,2.410,0.474,57,>10.0,>10.0,0.004210,0.827,94.740,,85.417,0.48351
4152,CARBOHYDRATE RESEARCH,CARBOHYD RES,0008-6215,"14,813",2.096,1.880,1.963,0.394,198,>10.0,>10.0,0.009910,0.460,94.950,,48.265,1.13773
4152,CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS,CLIN APPL THROMB-HEM,1076-0296,"1,643",2.096,1.996,1.641,0.695,105,4.8,8.2,0.003510,0.428,87.620,,35.119,0.40304
4152,JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY,J EUR MATH SOC,1435-9855,"1,343",2.096,2.070,2.059,0.455,77,5.4,>10.0,0.015220,3.122,100.000,,94.096,1.73750
4156,AIDS RESEARCH AND HUMAN RETROVIRUSES,AIDS RES HUM RETROV,0889-2229,"4,607",2.095,1.896,1.881,0.536,168,7.7,7.0,0.008530,0.605,98.210,,30.828,0.97937
4156,Biology Open,BIOL OPEN,2046-6390,"1,457",2.095,2.051,2.263,0.321,209,3.0,9.0,0.008250,0.937,100.000,,66.471,0.94624
4156,Contemporary Clinical Trials,CONTEMP CLIN TRIALS,1551-7144,"2,600",2.095,2.012,2.119,0.448,154,4.5,8.7,0.009900,0.899,97.400,,40.255,1.13690
4156,JOURNAL OF PROSTHETIC DENTISTRY,J PROSTHET DENT,0022-3913,"9,583",2.095,1.313,2.201,0.355,259,>10.0,8.5,0.005750,0.452,95.370,,72.778,0.66000
4156,MOLECULAR MEMBRANE BIOLOGY,MOL MEMBR BIOL,0968-7688,"1,142",2.095,2.095,1.831,0.25,4,9.3,6.1,0.001230,0.628,50.000,,27.586,0.14101
4161,JOURNAL OF DERMATOLOGY,J DERMATOL,0385-2407,"3,603",2.094,1.839,2.299,0.519,183,6.1,9.6,0.006680,0.631,85.250,,59.524,0.76775
4162,NEURORADIOLOGY,NEURORADIOLOGY,0028-3940,"5,191",2.093,1.972,2.473,0.538,130,9.6,7.2,0.007490,0.791,96.150,,45.784,0.86117
4163,IMMUNOGENETICS,IMMUNOGENETICS,0093-7711,"3,316",2.092,1.756,2.242,0.462,65,>10.0,8.6,0.004280,0.792,72.310,,30.468,0.49201
4163,Tobacco Induced Diseases,TOB INDUC DIS,1617-9625,389,2.092,1.969,2.083,0.2,35,4.2,8.4,0.001170,0.673,94.290,,53.230,0.13450
4163,Tobacco Induced Diseases,TOB INDUC DIS,1617-9625,389,2.092,1.969,2.083,0.2,35,4.2,8.4,0.001170,0.673,94.290,,53.230,0.13450
4166,BIOPHARMACEUTICS & DRUG DISPOSITION,BIOPHARM DRUG DISPOS,0142-2782,"1,484",2.091,1.960,2.256,0.25,48,8.2,9.6,0.001940,0.549,97.920,,39.105,0.22324
4166,EXPERIMENTAL MECHANICS,EXP MECH,0014-4851,"4,624",2.091,1.912,2.183,0.43,128,9.4,>10.0,0.006540,0.662,100.000,,67.029,0.75084
4168,ARCHIVES OF GYNECOLOGY AND OBSTETRICS,ARCH GYNECOL OBSTET,0932-0067,"5,868",2.090,1.741,1.826,0.521,326,4.8,8.1,0.014090,0.490,86.810,,50.625,1.61807
4169,DIGESTION,DIGESTION,0012-2823,"2,620",2.088,1.971,2.201,0.433,67,9.0,6.9,0.003500,0.618,80.600,,25.949,0.39901
4169,Dose-Response,DOSE-RESPONSE,1559-3258,671,2.088,2.000,1.843,0.444,18,5.5,6.5,0.001300,0.460,100.000,,47.508,0.14967
4169,INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,INT J WATER RESOUR D,0790-0627,"1,089",2.088,1.569,1.944,0.27,63,7.0,7.1,0.001500,0.448,96.830,,69.886,0.17164
4169,Minerals,MINERALS-BASEL,2075-163X,344,2.088,1.692,2.034,0.315,130,2.4,9.6,0.001290,0.601,92.310,,76.595,0.14782
4173,JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,J CLIN BIOCHEM NUTR,0912-0009,"1,559",2.087,1.703,2.204,0.394,71,5.8,9.3,0.002370,0.462,91.550,,37.654,0.27054
4174,ARCHIVES OF GERONTOLOGY AND GERIATRICS,ARCH GERONTOL GERIAT,0167-4943,"4,112",2.086,1.982,2.155,0.363,157,5.6,7.7,0.008790,0.609,92.990,,35.714,1.00983
4175,INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA,INT J OBSTET ANESTH,0959-289X,"1,386",2.085,1.809,2.134,0.667,48,6.9,8.2,0.001670,0.458,85.420,,43.236,0.19148
4176,Evolutionary Biology,EVOL BIOL,0071-3260,"1,492",2.084,1.979,2.757,0.333,45,7.2,>10.0,0.003920,1.184,71.110,,28.125,0.44983
4176,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,INT J SPORTS MED,0172-4622,"6,665",2.084,1.758,2.315,0.396,164,9.7,9.0,0.008060,0.662,98.170,,68.519,0.92632
4176,MATERIALS CHEMISTRY AND PHYSICS,MATER CHEM PHYS,0254-0584,"23,461",2.084,1.985,2.283,0.383,721,7.0,7.5,0.027000,0.449,100.000,,56.909,3.09425
4179,Annual Review of Applied Linguistics,ANNU REV APPL LINGUI,0267-1905,723,2.083,2.042,3.422,0.273,11,>10.0,8.7,0.001100,1.200,90.910,,93.681,0.12676
