Accession,PDAT,suppdata_id,Type,pi0,SRP,fp,rs,ud,QCType,Type_after_filter,QCType_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist,model,taxon,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,citations,source,issn,total_cites,IF,impact_factor_without_journal_self_cites,5-year_impact_factor,immediacy_index,citable_items,cited_half-life,citing_half-life,eigenfactor_score,article_influence_score,%_articles_in_citable_items,average_journal_impact_factor_percentile,normalized_eigenfactor
GSE123656,2018-12-12,GSE123656_Processed_data_file_Sanchez-Montesino_et_al_2018_.xlsx,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Arabidopsis thaliana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE17970,2010-07-08,GSE17970_supplemental_table_1.xls.gz,anti-conservative,0.47220048583592067,0.9622865552112925,390.25,7135.1142352529305,290.5951072813941,NA,NA,NA,NA,NA,NA,NA,NA,0.9110148666912397,0.44249606137406666,390.25,6754.947482798869,724.25,NA,NA,NA,NA,NA,Other taxa,Chlamydomonas reinhardtii,20587772,2010 Jun,2010 Jun 29,Plant Cell,González-Ballester DCasero DCokus SPellegrini MMerchant SSGrossman AR,Grossman AR,RNA-seq analysis of sulfur-deprived Chlamydomonas cells reveals aspects of acclimation critical for cell survival.,22,6,2058-84,English,9208688,1040-4651,1532-298X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,20587772tpc.109.07116710.1105/tpc.109.071167PMC29109632058777220587772pmc-id: PMC2910963;,10.1105/tpc.109.071167,2010/07/01 06:002010/07/01 06:002010/10/19 06:00,Plant Cell. 2011 Apr;23(4):1679-81,1,91,the plant cell,doi: 10.1105/tpc.109.071167,2010 Jun;22(6):2058-84,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE29992,2012-03-15,GSE29992_Het1_KO2_expr.txt.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22158708,2012 Feb 3,2011 Dec 8,Circ Res,He AMa QCao Jvon Gise AZhou PXie HZhang BHsing MChristodoulou DCCahan PDaley GQKong SWOrkin SHSeidman CESeidman JGPu WT,Pu WT,Polycomb repressive complex 2 regulates normal development of the mouse heart.,110,3,406-15,English,0047103,0009-7330,1524-4571,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22158708CIRCRESAHA.111.25220510.1161/CIRCRESAHA.111.252205PMC3282145NIHMS3471992215870822158708pmc-id: PMC3282145;manuscript-id: NIHMS347199;,10.1161/CIRCRESAHA.111.252205,2011/12/14 06:002011/12/14 06:002012/04/21 06:00,Circ Res. 2012 Feb 3;110(3):372-4. PMID: 22302750,1,69,circulation research,doi: 10.1161/CIRCRESAHA.111.252205,2012 Feb 3;110(3):406-15,NA,circ res,0009-7330,49784,13.965,13.059,11.972,3.343,236,9.3,6.7,0.07975,4.376,76.270,97.778,9.15424
GSE32038,2011-09-10,GSE32038_cds_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE32038,2011-09-10,GSE32038_cds.diff.gz,anti-conservative,0.07446708935403135,0.9539569709248182,528.45,9578.252664419184,484.6102598659563,NA,NA,NA,NA,NA,NA,NA,NA,0.9538140974361025,0.07432845215395154,528.45,9576.818136012058,486.1868421052641,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE32038,2011-09-10,GSE32038_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE32038,2011-09-10,GSE32038_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE32038,2011-09-10,GSE32038_promoters.diff.gz,anti-conservative,0.04909508161291718,0.9509509304936241,683.1,12342.297031783697,669.4382936097991,NA,NA,NA,NA,NA,NA,NA,NA,0.9505191286075636,0.0486631044702528,683.1,12336.692718284707,675.6384615384613,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE32038,2011-09-10,GSE32038_splicing.diff.gz,anti-conservative,0.061781393157299386,0.956710386355906,824,14978.257808788065,708.4089405503837,NA,NA,NA,NA,NA,NA,NA,NA,0.9529276840574323,0.05805707940301389,824,14919.03582160316,773.3684210526335,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE32038,2011-09-10,GSE32038_tss_group_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Drosophila melanogaster,22383036,2012 Mar 1,2012 Mar 1,Nat Protoc,Trapnell CRoberts AGoff LPertea GKim DKelley DRPimentel HSalzberg SLRinn JLPachter L,Pachter L,Differential gene and transcript expression analysis of RNA-seq experiments with TopHat and Cufflinks.,7,3,562-78,English,101284307,1754-2189,1750-2799,Journal Article,PubMed - indexed for MEDLINE,epublish,22383036nprot.2012.01610.1038/nprot.2012.016PMC3334321NIHMS3667412238303622383036pmc-id: PMC3334321;manuscript-id: NIHMS366741;,10.1038/nprot.2012.016,2012/03/03 06:002012/03/03 06:002012/06/22 06:00,Nat Protoc. 2014 Oct;9(10):2513,1,3792,nature protocols,doi: 10.1038/nprot.2012.016,2012 Mar 1;7(3):562-78,66,nat protoc,1754-2189,32592,10.032,9.894,13.254,2.207,116,7.5,5.7,0.07747,6.330,100.000,98.077,8.88565
GSE33141,2011-10-25,GSE33141_TopHatTranscriptsFPKM.xls.gz-sheet-mRNA-Transcripts-FPKM,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22162623,2011,2011 Nov 23,Mol Vis,Brooks MJRajasimha HKRoger JESwaroop A,Swaroop A,Next-generation sequencing facilitates quantitative analysis of wild-type and Nrl(-/-) retinal transcriptomes.,17,NA,3034-54,English,9605351,NA,1090-0535,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22162623PMC32333863272216262322162623pmc-id: PMC3233386;,NA,2011/07/27 00:002011/11/18 00:002011/12/14 06:002011/12/14 06:002012/04/26 06:00,NA,1,52,molecular vision,NA,2011;17:3034-54,NA,mol vis,1090-0535,6302,2.057,1.943,2.246,0.339,121,6.5,9.2,0.01084,0.615,100.000,43.634,1.24200
GSE33141,2011-10-25,GSE33141_TopHatTranscriptsFPKM.xls.gz-sheet-Pseudogenes-FPKM,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22162623,2011,2011 Nov 23,Mol Vis,Brooks MJRajasimha HKRoger JESwaroop A,Swaroop A,Next-generation sequencing facilitates quantitative analysis of wild-type and Nrl(-/-) retinal transcriptomes.,17,NA,3034-54,English,9605351,NA,1090-0535,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22162623PMC32333863272216262322162623pmc-id: PMC3233386;,NA,2011/07/27 00:002011/11/18 00:002011/12/14 06:002011/12/14 06:002012/04/26 06:00,NA,1,52,molecular vision,NA,2011;17:3034-54,NA,mol vis,1090-0535,6302,2.057,1.943,2.246,0.339,121,6.5,9.2,0.01084,0.615,100.000,43.634,1.24200
GSE33265,2011-11-09,GSE33265_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Oryza sativa,22080597,2011 Nov,2011 Nov 11,Plant Cell,Wu YKikuchi SYan HZhang WRosenbaum HIniguez ALJiang J,Jiang J,Euchromatic subdomains in rice centromeres are associated with genes and transcription.,23,11,4054-64,English,9208688,1040-4651,1532-298X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22080597tpc.111.09004310.1105/tpc.111.090043PMC32463362208059722080597pmc-id: PMC3246336;,10.1105/tpc.111.090043,2011/11/15 06:002011/11/15 06:002012/08/22 06:00,NA,1,12,the plant cell,doi: 10.1105/tpc.111.090043,2011 Nov;23(11):4054-64,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE33265,2011-11-09,GSE33265_isoform_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Oryza sativa,22080597,2011 Nov,2011 Nov 11,Plant Cell,Wu YKikuchi SYan HZhang WRosenbaum HIniguez ALJiang J,Jiang J,Euchromatic subdomains in rice centromeres are associated with genes and transcription.,23,11,4054-64,English,9208688,1040-4651,1532-298X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22080597tpc.111.09004310.1105/tpc.111.090043PMC32463362208059722080597pmc-id: PMC3246336;,10.1105/tpc.111.090043,2011/11/15 06:002011/11/15 06:002012/08/22 06:00,NA,1,12,the plant cell,doi: 10.1105/tpc.111.090043,2011 Nov;23(11):4054-64,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE33736,2012-03-13,GSE33736_HAmCqG0_G8expression.txt.gz,anti-conservative,0.5952606378479599,0.8417713080848055,338.6,5415.451533432787,1209.2933755169734,NA,NA,NA,NA,NA,NA,NA,NA,0.6992717504386577,0.5127817159803603,338.6,4498.6948792720605,2766.7428571428572,NA,NA,NA,NA,NA,Other taxa,Culex quinquefasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE33782,2012-08-21,GSE33782_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,22905095,2012,2012 Aug 8,PLoS One,Wu YWang XWu FHuang RXue FLiang GTao MCai PHuang Y,Huang Y,"Transcriptome profiling of the cancer, adjacent non-tumor and distant normal tissues from a colorectal cancer patient by deep sequencing.",7,8,e41001,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2290509510.1371/journal.pone.0041001PONE-D-11-24942PMC34144792290509522905095pmc-id: PMC3414479;,10.1371/journal.pone.0041001,2011/12/13 00:002012/06/15 00:002012/08/21 06:002012/08/21 06:002013/02/12 06:00,NA,1,34,plos one,doi: 10.1371/journal.pone.0041001,2012;7(8):e41001,52,plos one,1932-6203,508248,2.806,2.615,3.394,0.429,22077,3.7,8.1,1.92176,1.053,98.240,77.344,220.54971
GSE33782,2012-08-21,GSE33782_isoform_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,22905095,2012,2012 Aug 8,PLoS One,Wu YWang XWu FHuang RXue FLiang GTao MCai PHuang Y,Huang Y,"Transcriptome profiling of the cancer, adjacent non-tumor and distant normal tissues from a colorectal cancer patient by deep sequencing.",7,8,e41001,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2290509510.1371/journal.pone.0041001PONE-D-11-24942PMC34144792290509522905095pmc-id: PMC3414479;,10.1371/journal.pone.0041001,2011/12/13 00:002012/06/15 00:002012/08/21 06:002012/08/21 06:002013/02/12 06:00,NA,1,34,plos one,doi: 10.1371/journal.pone.0041001,2012;7(8):e41001,52,plos one,1932-6203,508248,2.806,2.615,3.394,0.429,22077,3.7,8.1,1.92176,1.053,98.240,77.344,220.54971
GSE34097,2012-05-02,GSE34097_aff2_genes_cufflinks.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,22547686,2012 Jul,2012 Apr 30,Mol Cell Biol,Luo ZLin CGuest EGarrett ASMohaghegh NSwanson SMarshall SFlorens LWashburn MPShilatifard A,Shilatifard A,The super elongation complex family of RNA polymerase II elongation factors: gene target specificity and transcriptional output.,32,13,2608-17,English,8109087,0270-7306,1098-5549,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22547686MCB.00182-1210.1128/MCB.00182-12PMC34344932254768622547686pmc-id: PMC3434493;,10.1128/MCB.00182-12,2012/05/02 06:002012/05/02 06:002012/09/07 06:00,NA,1,62,molecular and cellular biology,doi: 10.1128/MCB.00182-12,2012 Jul;32(13):2608-17,83,mol cell biol,0270-7306,59340,4.398,4.323,4.780,0.615,231,>10.0,8.2,0.05764,2.150,96.100,72.35,6.61545
GSE34097,2012-05-02,GSE34097_aff3_genes_cufflinks.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,22547686,2012 Jul,2012 Apr 30,Mol Cell Biol,Luo ZLin CGuest EGarrett ASMohaghegh NSwanson SMarshall SFlorens LWashburn MPShilatifard A,Shilatifard A,The super elongation complex family of RNA polymerase II elongation factors: gene target specificity and transcriptional output.,32,13,2608-17,English,8109087,0270-7306,1098-5549,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22547686MCB.00182-1210.1128/MCB.00182-12PMC34344932254768622547686pmc-id: PMC3434493;,10.1128/MCB.00182-12,2012/05/02 06:002012/05/02 06:002012/09/07 06:00,NA,1,62,molecular and cellular biology,doi: 10.1128/MCB.00182-12,2012 Jul;32(13):2608-17,83,mol cell biol,0270-7306,59340,4.398,4.323,4.780,0.615,231,>10.0,8.2,0.05764,2.150,96.100,72.35,6.61545
GSE34097,2012-05-02,GSE34097_aff4_genes_cufflinks.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,22547686,2012 Jul,2012 Apr 30,Mol Cell Biol,Luo ZLin CGuest EGarrett ASMohaghegh NSwanson SMarshall SFlorens LWashburn MPShilatifard A,Shilatifard A,The super elongation complex family of RNA polymerase II elongation factors: gene target specificity and transcriptional output.,32,13,2608-17,English,8109087,0270-7306,1098-5549,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,22547686MCB.00182-1210.1128/MCB.00182-12PMC34344932254768622547686pmc-id: PMC3434493;,10.1128/MCB.00182-12,2012/05/02 06:002012/05/02 06:002012/09/07 06:00,NA,1,62,molecular and cellular biology,doi: 10.1128/MCB.00182-12,2012 Jul;32(13):2608-17,83,mol cell biol,0270-7306,59340,4.398,4.323,4.780,0.615,231,>10.0,8.2,0.05764,2.150,96.100,72.35,6.61545
GSE34274,2011-12-09,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-0,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22267199,2012 Jan 22,2012 Jan 22,Nat Genet,Delgado-Olguín PHuang YLi XChristodoulou DSeidman CESeidman JGTarakhovsky ABruneau BG,Bruneau BG,Epigenetic repression of cardiac progenitor gene expression by Ezh2 is required for postnatal cardiac homeostasis.,44,3,343-7,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,epublish,22267199ng.106810.1038/ng.1068PMC3288669NIHMS3433512226719922267199pmc-id: PMC3288669;manuscript-id: NIHMS343351;,10.1038/ng.1068,2011/09/02 00:002011/12/09 00:002012/01/24 06:002012/01/24 06:002012/04/21 06:00,Circ Res. 2012 Jul 6;111(2):162-4. PMID: 22773425,1,88,nature genetics,doi: 10.1038/ng.1068,2012 Jan 22;44(3):343-7,150,nat genet,1061-4036,88954,27.959,27.173,31.694,4.776,196,8.0,5.3,0.24129,16.447,100.000,99.102,27.70467
GSE34274,2011-12-09,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-1,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22267199,2012 Jan 22,2012 Jan 22,Nat Genet,Delgado-Olguín PHuang YLi XChristodoulou DSeidman CESeidman JGTarakhovsky ABruneau BG,Bruneau BG,Epigenetic repression of cardiac progenitor gene expression by Ezh2 is required for postnatal cardiac homeostasis.,44,3,343-7,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,epublish,22267199ng.106810.1038/ng.1068PMC3288669NIHMS3433512226719922267199pmc-id: PMC3288669;manuscript-id: NIHMS343351;,10.1038/ng.1068,2011/09/02 00:002011/12/09 00:002012/01/24 06:002012/01/24 06:002012/04/21 06:00,Circ Res. 2012 Jul 6;111(2):162-4. PMID: 22773425,1,88,nature genetics,doi: 10.1038/ng.1068,2012 Jan 22;44(3):343-7,150,nat genet,1061-4036,88954,27.959,27.173,31.694,4.776,196,8.0,5.3,0.24129,16.447,100.000,99.102,27.70467
GSE34274,2011-12-09,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-2,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22267199,2012 Jan 22,2012 Jan 22,Nat Genet,Delgado-Olguín PHuang YLi XChristodoulou DSeidman CESeidman JGTarakhovsky ABruneau BG,Bruneau BG,Epigenetic repression of cardiac progenitor gene expression by Ezh2 is required for postnatal cardiac homeostasis.,44,3,343-7,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,epublish,22267199ng.106810.1038/ng.1068PMC3288669NIHMS3433512226719922267199pmc-id: PMC3288669;manuscript-id: NIHMS343351;,10.1038/ng.1068,2011/09/02 00:002011/12/09 00:002012/01/24 06:002012/01/24 06:002012/04/21 06:00,Circ Res. 2012 Jul 6;111(2):162-4. PMID: 22773425,1,88,nature genetics,doi: 10.1038/ng.1068,2012 Jan 22;44(3):343-7,150,nat genet,1061-4036,88954,27.959,27.173,31.694,4.776,196,8.0,5.3,0.24129,16.447,100.000,99.102,27.70467
GSE34274,2011-12-09,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-3,spiky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22267199,2012 Jan 22,2012 Jan 22,Nat Genet,Delgado-Olguín PHuang YLi XChristodoulou DSeidman CESeidman JGTarakhovsky ABruneau BG,Bruneau BG,Epigenetic repression of cardiac progenitor gene expression by Ezh2 is required for postnatal cardiac homeostasis.,44,3,343-7,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,epublish,22267199ng.106810.1038/ng.1068PMC3288669NIHMS3433512226719922267199pmc-id: PMC3288669;manuscript-id: NIHMS343351;,10.1038/ng.1068,2011/09/02 00:002011/12/09 00:002012/01/24 06:002012/01/24 06:002012/04/21 06:00,Circ Res. 2012 Jul 6;111(2):162-4. PMID: 22773425,1,88,nature genetics,doi: 10.1038/ng.1068,2012 Jan 22;44(3):343-7,150,nat genet,1061-4036,88954,27.959,27.173,31.694,4.776,196,8.0,5.3,0.24129,16.447,100.000,99.102,27.70467
GSE34274,2011-12-09,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-4,spiky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,22267199,2012 Jan 22,2012 Jan 22,Nat Genet,Delgado-Olguín PHuang YLi XChristodoulou DSeidman CESeidman JGTarakhovsky ABruneau BG,Bruneau BG,Epigenetic repression of cardiac progenitor gene expression by Ezh2 is required for postnatal cardiac homeostasis.,44,3,343-7,English,9216904,1061-4036,1546-1718,Journal Article,PubMed - indexed for MEDLINE,epublish,22267199ng.106810.1038/ng.1068PMC3288669NIHMS3433512226719922267199pmc-id: PMC3288669;manuscript-id: NIHMS343351;,10.1038/ng.1068,2011/09/02 00:002011/12/09 00:002012/01/24 06:002012/01/24 06:002012/04/21 06:00,Circ Res. 2012 Jul 6;111(2):162-4. PMID: 22773425,1,88,nature genetics,doi: 10.1038/ng.1068,2012 Jan 22;44(3):343-7,150,nat genet,1061-4036,88954,27.959,27.173,31.694,4.776,196,8.0,5.3,0.24129,16.447,100.000,99.102,27.70467
