Accession,annot,organism,taxid,organism2,taxid2
GSE109937,GPL24565,Flavobacterium columnare,996,NA,NA
GSE109958,GPL24567,Haberlea rhodopensis,121482,NA,NA
GSE109963,GPL21103,Mus musculus,10090,NA,NA
GSE109965,GPL19057,Mus musculus,10090,NA,NA
GSE109965,GPL21103,Mus musculus,10090,NA,NA
GSE109969,GPL22591,Anas platyrhynchos,8839,NA,NA
GSE109969,GPL24568,Anas platyrhynchos,8839,NA,NA
GSE109971,GPL21626,Mus musculus,10090,NA,NA
GSE109976,GPL16791,Homo sapiens,9606,NA,NA
GSE109979,GPL16791,Homo sapiens,9606,NA,NA
GSE109982,GPL16791,Homo sapiens,9606,NA,NA
GSE109983,GPL24569,Staphylococcus epidermidis RP62A,176279,NA,NA
GSE109997,GPL19057,Mus musculus,10090,NA,NA
GSE109999,GPL19057,Mus musculus,10090,NA,NA
GSE110006,GPL16791,Homo sapiens,9606,NA,NA
GSE110010,GPL24172,Mustela putorius furo,9669,NA,NA
GSE110018,GPL17021,Mus musculus,10090,NA,NA
GSE110035,GPL17021,Mus musculus,10090,NA,NA
GSE110041,GPL11154,Homo sapiens,9606,NA,NA
GSE110042,GPL21103,Mus musculus,10090,NA,NA
GSE110045,GPL18573,Homo sapiens,9606,NA,NA
GSE110051,GPL17021,Mus musculus,10090,NA,NA
GSE110054,GPL16791,Homo sapiens,9606,NA,NA
GSE110055,GPL15907,Mus musculus,10090,NA,NA
GSE110073,GPL10999,Homo sapiens,9606,NA,NA
GSE110073,GPL11154,Homo sapiens,9606,NA,NA
GSE110073,GPL23937,Trichophyton rubrum,5551,NA,NA
GSE110073,GPL24576,Trichophyton rubrum,5551,NA,NA
GSE110086,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE110086,GPL13306,Drosophila simulans,7240,NA,NA
GSE110086,GPL19321,Drosophila erecta,7220,NA,NA
GSE110086,GPL20000,Drosophila sechellia,7238,NA,NA
GSE110097,GPL18573,Homo sapiens,9606,NA,NA
GSE110103,GPL24486,Sus scrofa,9823,NA,NA
GSE110114,GPL16791,Homo sapiens,9606,NA,NA
GSE110131,GPL13112,Mus musculus,10090,NA,NA
GSE110163,GPL21103,Mus musculus,10090,NA,NA
GSE110165,GPL17021,Mus musculus,10090,NA,NA
GSE110176,GPL13112,Mus musculus,10090,NA,NA
GSE110177,GPL15103,Mus musculus,10090,NA,NA
GSE110180,GPL17303,Homo sapiens,9606,NA,NA
GSE110192,GPL15670,Ovis aries,9940,NA,NA
GSE110206,GPL20795,Homo sapiens,9606,NA,NA
GSE110207,GPL24588,Acinetobacter baumannii,470,NA,NA
GSE110213,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE110215,GPL21103,Mus musculus,10090,NA,NA
GSE110215,GPL24587,Mus musculus musculus x M. m. castaneus,477816,NA,NA
GSE110239,GPL13112,Mus musculus,10090,NA,NA
GSE110243,GPL17021,Mus musculus,10090,NA,NA
GSE110248,GPL16791,Homo sapiens,9606,NA,NA
GSE110255,GPL18133,Escherichia coli,562,NA,NA
GSE110256,GPL17021,Mus musculus,10090,NA,NA
GSE110263,GPL19057,Mus musculus,10090,NA,NA
GSE110273,GPL23610,Populus tomentosa,118781,NA,NA
GSE110275,GPL24591,Streptococcus mutans,1309,NA,NA
GSE110296,GPL13112,Mus musculus,10090,NA,NA
GSE110297,GPL18480,Mus musculus,10090,NA,NA
GSE110300,GPL17021,Mus musculus,10090,NA,NA
GSE110301,GPL20988,Canis lupus familiaris,9615,NA,NA
GSE110302,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE110303,GPL17021,Mus musculus,10090,NA,NA
GSE110305,GPL17021,Mus musculus,10090,NA,NA
GSE110307,GPL22689,Streptococcus sanguinis,1305,NA,NA
GSE110309,GPL20301,Homo sapiens,9606,NA,NA
GSE110325,GPL16791,Homo sapiens,9606,NA,NA
GSE110327,GPL17021,Mus musculus,10090,NA,NA
GSE110334,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE110344,GPL17021,Mus musculus,10090,NA,NA
GSE110351,GPL17021,Mus musculus,10090,NA,NA
GSE110357,GPL21103,Mus musculus,10090,NA,NA
GSE110371,GPL17021,Mus musculus,10090,NA,NA
GSE110374,GPL21103,Mus musculus,10090,NA,NA
GSE110380,GPL21290,Homo sapiens,9606,NA,NA
GSE110382,GPL13112,Mus musculus,10090,NA,NA
GSE110386,GPL16791,Homo sapiens,9606,NA,NA
GSE110390,GPL18573,Homo sapiens,9606,NA,NA
GSE110392,GPL17021,Mus musculus,10090,NA,NA
GSE110397,GPL16791,Homo sapiens,9606,NA,NA
GSE110397,GPL17021,Mus musculus,10090,NA,NA
GSE110399,GPL19172,Bos taurus,9913,NA,NA
GSE110408,GPL17021,Mus musculus,10090,NA,NA
GSE110409,GPL19756,Saccharomyces cerevisiae,4932,NA,NA
GSE110432,GPL11203,Drosophila melanogaster,7227,NA,NA
GSE110434,GPL17021,Mus musculus,10090,NA,NA
GSE110440,GPL17021,Mus musculus,10090,NA,NA
GSE110445,GPL19430,Pseudomonas aeruginosa PAO1,208964,NA,NA
GSE110447,GPL18635,Mus musculus,10090,NA,NA
GSE110451,GPL18573,Homo sapiens,9606,NA,NA
GSE110459,GPL19057,Mus musculus,10090,NA,NA
GSE110467,GPL18573,Homo sapiens,9606,NA,NA
GSE110471,GPL20301,Homo sapiens,9606,NA,NA
GSE110471,GPL23423,Pan troglodytes,9598,NA,NA
GSE110485,GPL19511,Paxillus involutus,71150,NA,NA
GSE110485,GPL19637,Laccaria bicolor,29883,NA,NA
GSE110487,GPL10999,Homo sapiens,9606,NA,NA
GSE110487,GPL16791,Homo sapiens,9606,NA,NA
GSE110488,GPL24025,Arabidopsis thaliana,3702,NA,NA
GSE110489,GPL24598,Pseudomonas fluorescens,294,NA,NA
GSE110492,GPL18573,Homo sapiens,9606,NA,NA
GSE110493,GPL14548,Escherichia coli,562,NA,NA
GSE110499,GPL16791,Homo sapiens,9606,NA,NA
GSE110500,GPL24270,Arabidopsis thaliana,3702,NA,NA
GSE110508,GPL17280,Mycobacterium tuberculosis H37Rv,83332,NA,NA
GSE110508,GPL23592,Mycobacterium tuberculosis H37Rv,83332,NA,NA
GSE110512,GPL20301,Homo sapiens,9606,NA,NA
GSE110513,GPL16791,Homo sapiens,9606,NA,NA
GSE110516,GPL20795,Homo sapiens,9606,NA,NA
GSE110521,GPL21103,Mus musculus,10090,NA,NA
GSE110521,GPL21493,Mus musculus,10090,NA,NA
GSE110536,GPL11154,Homo sapiens,9606,NA,NA
GSE110547,GPL19057,Mus musculus,10090,NA,NA
GSE110558,GPL19057,Mus musculus,10090,NA,NA
GSE110567,GPL21941,Equus caballus,9796,NA,NA
GSE110568,GPL19057,Mus musculus,10090,NA,NA
GSE110573,GPL24608,Pseudomonas laurylsulfatovorans,1943631,NA,NA
GSE110588,GPL23102,Ciona intestinalis,7719,NA,NA
GSE110590,GPL11154,Homo sapiens,9606,NA,NA
GSE110590,GPL16791,Homo sapiens,9606,NA,NA
GSE110591,GPL23499,Gallus gallus,9031,NA,NA
GSE110593,GPL13112,Mus musculus,10090,NA,NA
GSE110605,GPL19580,Arabidopsis thaliana,3702,NA,NA
GSE110608,GPL16791,Homo sapiens,9606,NA,NA
GSE110616,GPL16791,Homo sapiens,9606,NA,NA
GSE110620,GPL19057,Mus musculus,10090,NA,NA
GSE110624,GPL24612,Komagataella phaffii,460519,NA,NA
GSE110629,GPL18480,Mus musculus,10090,NA,NA
GSE110646,GPL13112,Mus musculus,10090,NA,NA
GSE110648,GPL17021,Mus musculus,10090,NA,NA
GSE110672,GPL17021,Mus musculus,10090,NA,NA
GSE110673,GPL17021,Mus musculus,10090,NA,NA
GSE110677,GPL11154,Homo sapiens,9606,NA,NA
GSE110677,GPL20301,Homo sapiens,9606,NA,NA
GSE110678,GPL17021,Mus musculus,10090,NA,NA
GSE110679,GPL19057,Mus musculus,10090,NA,NA
GSE110685,GPL16791,Homo sapiens,9606,NA,NA
GSE110685,GPL21290,Homo sapiens,9606,NA,NA
GSE110686,GPL16791,Homo sapiens,9606,NA,NA
GSE110688,GPL19057,Mus musculus,10090,NA,NA
GSE110692,GPL19057,Mus musculus,10090,NA,NA
GSE110698,GPL13112,Mus musculus,10090,NA,NA
GSE110700,GPL24247,Mus musculus,10090,NA,NA
GSE110702,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE110705,GPL19132,Drosophila melanogaster,7227,NA,NA
GSE110706,GPL17021,Mus musculus,10090,NA,NA
GSE110708,GPL19057,Mus musculus,10090,NA,NA
GSE110709,GPL11154,Homo sapiens,9606,NA,NA
GSE110713,GPL18573,Homo sapiens,9606,NA,NA
GSE110714,GPL11002,Mus musculus,10090,NA,NA
GSE110736,GPL20301,Homo sapiens,9606,NA,NA
GSE110746,GPL21626,Mus musculus,10090,NA,NA
GSE110749,GPL17021,Mus musculus,10090,NA,NA
GSE110750,GPL22606,Streptococcus pneumoniae,1313,NA,NA
GSE110762,GPL16791,Homo sapiens,9606,NA,NA
GSE110769,GPL13112,Mus musculus,10090,NA,NA
GSE110770,GPL13112,Mus musculus,10090,NA,NA
GSE110787,GPL18480,Mus musculus,10090,NA,NA
GSE110798,GPL16791,Homo sapiens,9606,NA,NA
GSE110805,GPL11154,Homo sapiens,9606,NA,NA
GSE110808,GPL17021,Mus musculus,10090,NA,NA
GSE110809,GPL19057,Mus musculus,10090,NA,NA
GSE110826,GPL18573,Homo sapiens,9606,NA,NA
GSE110853,GPL18573,Homo sapiens,9606,NA,NA
GSE110875,GPL11154,Homo sapiens,9606,NA,NA
GSE110882,GPL17021,Mus musculus,10090,NA,NA
GSE110892,GPL21103,Mus musculus,10090,NA,NA
GSE110903,GPL11154,Homo sapiens,9606,NA,NA
GSE110909,GPL19057,Mus musculus,10090,NA,NA
GSE110914,GPL16791,Homo sapiens,9606,NA,NA
GSE110935,GPL16791,Homo sapiens,9606,NA,NA
GSE110935,GPL17021,Mus musculus,10090,NA,NA
GSE110938,GPL18573,Homo sapiens,9606,NA,NA
GSE110948,GPL16791,Homo sapiens,9606,NA,NA
GSE110957,GPL13112,Mus musculus,10090,NA,NA
GSE110968,GPL16791,Homo sapiens,9606,NA,NA
GSE110971,GPL13112,Mus musculus,10090,NA,NA
GSE110972,GPL13112,Mus musculus,10090,NA,NA
GSE110976,GPL13988,Schizosaccharomyces pombe,4896,NA,NA
GSE110984,GPL19757,Caenorhabditis elegans,6239,NA,NA
GSE110998,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE110999,GPL11154,Homo sapiens,9606,NA,NA
GSE111007,GPL11154,Homo sapiens,9606,NA,NA
GSE111012,GPL17452,Staphylococcus aureus,1280,NA,NA
GSE111025,GPL19057,Mus musculus,10090,NA,NA
GSE111036,GPL16791,Homo sapiens,9606,NA,NA
GSE111038,GPL24653,Porphyromonas gingivalis,837,NA,NA
GSE111038,GPL24654,Acinetobacter baumannii,470,NA,NA
GSE111038,GPL24655,Acinetobacter baumannii,470,NA,NA
GSE111046,GPL21306,Drosophila melanogaster,7227,NA,NA
GSE111048,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE111056,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE111066,GPL21103,Mus musculus,10090,NA,NA
GSE111070,GPL19057,Mus musculus,10090,NA,NA
GSE111074,GPL19757,Caenorhabditis elegans,6239,NA,NA
GSE111077,GPL14954,Macaca mulatta,9544,NA,NA
GSE111077,GPL24584,Chlorocebus aethiops,9534,NA,NA
GSE111078,GPL13112,Mus musculus,10090,NA,NA
GSE111080,GPL15103,Mus musculus,10090,NA,NA
GSE111082,GPL17303,Homo sapiens,9606,NA,NA
GSE111082,GPL18635,Mus musculus,10090,NA,NA
GSE111085,GPL11154,Homo sapiens,9606,NA,NA
GSE111092,GPL13112,Mus musculus,10090,NA,NA
GSE111092,GPL19057,Mus musculus,10090,NA,NA
GSE111097,GPL17021,Mus musculus,10090,NA,NA
GSE111099,GPL16133,Gallus gallus,9031,NA,NA
GSE111102,GPL19057,Mus musculus,10090,NA,NA
GSE111113,GPL17021,Mus musculus,10090,NA,NA
GSE111119,GPL24662,Papaver somniferum,3469,NA,NA
GSE111125,GPL13112,Mus musculus,10090,NA,NA
GSE111126,GPL24333,Streptomyces coelicolor,1902,NA,NA
GSE111135,GPL19057,Mus musculus,10090,NA,NA
GSE111138,GPL19057,Mus musculus,10090,NA,NA
GSE111143,GPL19057,Mus musculus,10090,NA,NA
GSE111148,GPL19057,Mus musculus,10090,NA,NA
GSE111150,GPL13112,Mus musculus,10090,NA,NA
GSE111151,GPL11154,Homo sapiens,9606,NA,NA
GSE111152,GPL20828,Danio rerio,7955,NA,NA
GSE111157,GPL19057,Mus musculus,10090,NA,NA
GSE111163,GPL16791,Homo sapiens,9606,NA,NA
GSE111168,GPL11154,Homo sapiens,9606,NA,NA
GSE111171,GPL23182,Xenopus tropicalis,8364,NA,NA
GSE111177,GPL16791,Homo sapiens,9606,NA,NA
GSE111178,GPL18573,Homo sapiens,9606,NA,NA
GSE111187,GPL24667,Sulfolobus islandicus REY15A,930945,NA,NA
GSE111189,GPL19057,Mus musculus,10090,NA,NA
GSE111193,GPL17879,Mycobacterium tuberculosis,1773,NA,NA
GSE111199,GPL18573,Homo sapiens,9606,NA,NA
GSE111210,GPL18573,Homo sapiens,9606,NA,NA
GSE111217,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE111221,GPL13112,Mus musculus,10090,NA,NA
GSE111222,GPL11154,Homo sapiens,9606,NA,NA
GSE111227,GPL19057,Mus musculus,10090,NA,NA
GSE111232,GPL17021,Mus musculus,10090,NA,NA
GSE111233,GPL21120,Macaca mulatta,9544,NA,NA
GSE111233,GPL22096,Chlorocebus aethiops,9534,NA,NA
GSE111236,GPL17021,Mus musculus,10090,NA,NA
GSE111243,GPL18694,Rattus norvegicus,10116,NA,NA
GSE111244,GPL13112,Mus musculus,10090,NA,NA
GSE111245,GPL13112,Mus musculus,10090,NA,NA
GSE111250,GPL24631,Zea mays,4577,NA,NA
GSE111255,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE111272,GPL20301,Homo sapiens,9606,NA,NA
GSE111291,GPL17021,Mus musculus,10090,NA,NA
GSE111294,GPL19057,Mus musculus,10090,NA,NA
GSE111301,GPL18573,Homo sapiens,9606,NA,NA
GSE111301,GPL19057,Mus musculus,10090,NA,NA
GSE111302,GPL14844,Rattus norvegicus,10116,NA,NA
GSE111305,GPL18573,Homo sapiens,9606,NA,NA
GSE111308,GPL13834,Oryza sativa Japonica Group,39947,NA,NA
GSE111312,GPL24671,Cynoglossus semilaevis,244447,NA,NA
GSE111317,GPL24672,Escherichia coli str. K-12 substr. MG1655,511145,NA,NA
GSE111324,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE111332,GPL18573,Homo sapiens,9606,NA,NA
GSE111341,GPL11154,Homo sapiens,9606,NA,NA
GSE111345,GPL18573,Homo sapiens,9606,NA,NA
GSE111347,GPL17021,Mus musculus,10090,NA,NA
GSE111348,GPL17021,Mus musculus,10090,NA,NA
GSE111371,GPL24680,Forsythia suspensa,126418,NA,NA
GSE111372,GPL24681,Forsythia viridissima,205691,NA,NA
GSE111373,GPL19277,Oncorhynchus mykiss,8022,NA,NA
GSE111374,GPL24682,Forsythia koreana,205692,NA,NA
GSE111375,GPL24683,Lithospermum officinale,475907,NA,NA
GSE111377,GPL11154,Homo sapiens,9606,NA,NA
GSE111379,GPL20301,Homo sapiens,9606,NA,NA
GSE111383,GPL19644,Acinetobacter baumannii,470,NA,NA
GSE111385,GPL17021,Mus musculus,10090,NA,NA
GSE111389,GPL18573,Homo sapiens,9606,NA,NA
GSE111400,GPL24689,Cryptococcus neoformans var. grubii H99,235443,NA,NA
GSE111403,GPL17021,Mus musculus,10090,NA,NA
GSE111415,GPL24691,Temnothorax rugatulus,215518,NA,NA
GSE111416,GPL19057,Mus musculus,10090,NA,NA
GSE111417,GPL19057,Mus musculus,10090,NA,NA
GSE111421,GPL24692,Clavispora lusitaniae,36911,NA,NA
GSE111438,GPL21087,Oryza sativa,4530,NA,NA
GSE111438,GPL24693,Oryza sativa f. spontanea,4536,NA,NA
GSE111438,GPL24694,Oryza rufipogon,4529,NA,NA
GSE111438,GPL24959,Oryza sativa Indica Group,39946,NA,NA
GSE111438,GPL24960,Oryza sativa aus subgroup,1736659,NA,NA
GSE111447,GPL13112,Mus musculus,10090,NA,NA
GSE111454,GPL18936,Xenopus laevis,8355,NA,NA
GSE111456,GPL17021,Mus musculus,10090,NA,NA
GSE111457,GPL16791,Homo sapiens,9606,NA,NA
GSE111461,GPL17021,Mus musculus,10090,NA,NA
GSE111473,GPL17021,Mus musculus,10090,NA,NA
GSE111498,GPL24701,Colpoda aspera,459250,NA,NA
GSE111511,GPL18573,Homo sapiens,9606,NA,NA
GSE111528,GPL18413,Danio rerio,7955,NA,NA
GSE111529,GPL19057,Mus musculus,10090,NA,NA
GSE111535,GPL13112,Mus musculus,10090,NA,NA
GSE111538,GPL18573,Homo sapiens,9606,NA,NA
GSE111548,GPL24702,Dunaliella viridis,140095,NA,NA
GSE111556,GPL16791,Homo sapiens,9606,NA,NA
GSE111560,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE111571,GPL16791,Homo sapiens,9606,NA,NA
GSE111577,GPL23851,Bacillus subtilis,1423,NA,NA
GSE111582,GPL16791,Homo sapiens,9606,NA,NA
GSE111584,GPL18573,Homo sapiens,9606,NA,NA
GSE111592,GPL24705,Dictyostelium discoideum AX2,366501,NA,NA
GSE111592,GPL24706,Dictyostelium discoideum AX2,366501,NA,NA
GSE111600,GPL19057,Mus musculus,10090,NA,NA
GSE111602,GPL18480,Mus musculus,10090,NA,NA
GSE111603,GPL18480,Mus musculus,10090,NA,NA
GSE111604,GPL18480,Mus musculus,10090,NA,NA
GSE111607,GPL24708,Brassica rapa subsp. pekinensis,51351,NA,NA
GSE111610,GPL24709,Brassica rapa subsp. pekinensis,51351,NA,NA
GSE111612,GPL17021,Mus musculus,10090,NA,NA
GSE111619,GPL16791,Homo sapiens,9606,NA,NA
GSE111626,GPL17021,Mus musculus,10090,NA,NA
GSE111630,GPL13112,Mus musculus,10090,NA,NA
GSE111633,GPL21103,Mus musculus,10090,NA,NA
GSE111639,GPL24717,Xenopus andrei,288519,NA,NA
GSE111642,GPL17021,Mus musculus,10090,NA,NA
GSE111643,GPL15520,Homo sapiens,9606,NA,NA
GSE111650,GPL21103,Mus musculus,10090,NA,NA
GSE111653,GPL20301,Homo sapiens,9606,NA,NA
GSE111654,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE111655,GPL11154,Homo sapiens,9606,NA,NA
GSE111656,GPL18573,Homo sapiens,9606,NA,NA
GSE111660,GPL17021,Mus musculus,10090,NA,NA
GSE111666,GPL13112,Mus musculus,10090,NA,NA
GSE111668,GPL17021,Mus musculus,10090,NA,NA
GSE111671,GPL18635,Mus musculus,10090,NA,NA
GSE111683,GPL11154,Homo sapiens,9606,NA,NA
GSE111683,GPL16791,Homo sapiens,9606,NA,NA
GSE111690,GPL21103,Mus musculus,10090,NA,NA
GSE111691,GPL23479,Mus musculus,10090,NA,NA
GSE111695,GPL24724,Cucurbita pepo,3663,NA,NA
GSE111697,GPL17021,Mus musculus,10090,NA,NA
GSE111717,GPL16791,Homo sapiens,9606,NA,NA
GSE111723,GPL19057,Mus musculus,10090,NA,NA
GSE111724,GPL19057,Mus musculus,10090,NA,NA
GSE111727,GPL16791,Homo sapiens,9606,NA,NA
GSE111728,GPL11203,Drosophila melanogaster,7227,NA,NA
GSE111730,GPL21493,Mus musculus,10090,NA,NA
GSE111731,GPL21626,Mus musculus,10090,NA,NA
GSE111731,GPL23041,Candida albicans,5476,NA,NA
GSE111731,GPL24725,Candida albicans,5476,NA,NA
GSE111731,GPL24726,Candida albicans,5476,NA,NA
GSE111739,GPL17021,Mus musculus,10090,NA,NA
GSE111747,GPL19057,Mus musculus,10090,NA,NA
GSE111748,GPL19089,Mnemiopsis leidyi,27923,NA,NA
GSE111764,GPL19969,Homo sapiens,9606,NA,NA
GSE111764,GPL21689,Schmidtea mediterranea,79327,NA,NA
GSE111765,GPL20828,Danio rerio,7955,NA,NA
GSE111778,GPL17021,Mus musculus,10090,NA,NA
GSE111784,GPL15103,Mus musculus,10090,NA,NA
GSE111789,GPL11154,Homo sapiens,9606,NA,NA
GSE111792,GPL20156,Zea mays,4577,NA,NA
GSE111793,GPL11154,Homo sapiens,9606,NA,NA
GSE111796,GPL18635,Mus musculus,10090,NA,NA
GSE111805,GPL16417,Mus musculus,10090,NA,NA
GSE111805,GPL17021,Mus musculus,10090,NA,NA
GSE111805,GPL21103,Mus musculus,10090,NA,NA
GSE111808,GPL24733,Escherichia virus T4,10665,NA,NA
GSE111815,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE111818,GPL16791,Homo sapiens,9606,NA,NA
GSE111831,GPL18573,Homo sapiens,9606,NA,NA
GSE111831,GPL19057,Mus musculus,10090,NA,NA
GSE111831,GPL19415,Homo sapiens,9606,NA,NA
GSE111860,GPL18573,Homo sapiens,9606,NA,NA
GSE111864,GPL19057,Mus musculus,10090,NA,NA
GSE111866,GPL16791,Homo sapiens,9606,NA,NA
GSE111876,GPL16791,Homo sapiens,9606,NA,NA
GSE111877,GPL17021,Mus musculus,10090,NA,NA
GSE111877,GPL21103,Mus musculus,10090,NA,NA
GSE111880,GPL18460,Homo sapiens,9606,NA,NA
GSE111881,GPL18460,Homo sapiens,9606,NA,NA
GSE111882,GPL14875,Danio rerio,7955,NA,NA
GSE111883,GPL24737,Arapaima gigas,113544,NA,NA
GSE111889,GPL11154,Homo sapiens,9606,NA,NA
GSE111891,GPL19057,Mus musculus,10090,NA,NA
GSE111900,GPL10999,Homo sapiens,9606,NA,NA
GSE111900,GPL20301,Homo sapiens,9606,NA,NA
GSE111901,GPL18573,Homo sapiens,9606,NA,NA
GSE111904,GPL16791,Homo sapiens,9606,NA,NA
GSE111906,GPL16791,Homo sapiens,9606,NA,NA
GSE111907,GPL17553,Homo sapiens,9606,NA,NA
GSE111909,GPL24517,Gallus gallus,9031,NA,NA
GSE111911,GPL17021,Mus musculus,10090,NA,NA
GSE111916,GPL17021,Mus musculus,10090,NA,NA
GSE111927,GPL16791,Homo sapiens,9606,NA,NA
GSE111937,GPL24740,Fagopyrum tataricum,62330,NA,NA
GSE111945,GPL17021,Mus musculus,10090,NA,NA
GSE111949,GPL11154,Homo sapiens,9606,NA,NA
GSE111951,GPL17021,Mus musculus,10090,NA,NA
GSE111955,GPL13112,Mus musculus,10090,NA,NA
GSE111958,GPL16791,Homo sapiens,9606,NA,NA
GSE111963,GPL20828,Danio rerio,7955,NA,NA
GSE111970,GPL13112,Mus musculus,10090,NA,NA
GSE111973,GPL24612,Komagataella phaffii,460519,NA,NA
GSE111977,GPL16791,Homo sapiens,9606,NA,NA
GSE111978,GPL16791,Homo sapiens,9606,NA,NA
GSE111980,GPL22345,Nicotiana tabacum,4097,NA,NA
GSE111991,GPL24743,Vibrio vulnificus CMCP6,216895,NA,NA
GSE111991,GPL24744,Vibrio vulnificus CMCP6,216895,NA,NA
GSE111992,GPL18573,Homo sapiens,9606,NA,NA
GSE111998,GPL20825,Cucumis sativus,3659,NA,NA
GSE112007,GPL20301,Homo sapiens,9606,NA,NA
GSE112008,GPL21103,Mus musculus,10090,NA,NA
GSE112011,GPL24745,Polyporus brumalis,139420,NA,NA
GSE112013,GPL16791,Homo sapiens,9606,NA,NA
GSE112026,GPL16791,Homo sapiens,9606,NA,NA
GSE112031,GPL20301,Homo sapiens,9606,NA,NA
GSE112033,GPL17021,Mus musculus,10090,NA,NA
GSE112034,GPL24708,Brassica rapa subsp. pekinensis,51351,NA,NA
GSE112036,GPL24746,Malassezia restricta,76775,NA,NA
GSE112041,GPL19057,Mus musculus,10090,NA,NA
GSE112043,GPL19057,Mus musculus,10090,NA,NA
GSE112048,GPL16791,Homo sapiens,9606,NA,NA
GSE112049,GPL9185,Mus musculus,10090,NA,NA
GSE112053,GPL19757,Caenorhabditis elegans,6239,NA,NA
GSE112055,GPL17021,Mus musculus,10090,NA,NA
GSE112057,GPL11154,Homo sapiens,9606,NA,NA
GSE112058,GPL18573,Homo sapiens,9606,NA,NA
GSE112066,GPL17021,Mus musculus,10090,NA,NA
GSE112068,GPL16791,Homo sapiens,9606,NA,NA
GSE112080,GPL15671,Prunus persica,3760,NA,NA
GSE112087,GPL16791,Homo sapiens,9606,NA,NA
GSE112092,GPL24753,Glutamicibacter arilaitensis,256701,NA,NA
GSE112095,GPL18480,Mus musculus,10090,NA,NA
GSE112124,GPL20301,Homo sapiens,9606,NA,NA
GSE112143,GPL19057,Mus musculus,10090,NA,NA
GSE112148,GPL23949,Macaca mulatta,9544,NA,NA
GSE112155,GPL18573,Homo sapiens,9606,NA,NA
GSE112156,GPL15064,Sus scrofa,9823,NA,NA
GSE112162,GPL24756,Rhizophora mucronata,61149,NA,NA
GSE112169,GPL24758,Streptococcus pneumoniae,1313,NA,NA
GSE112174,GPL17021,Mus musculus,10090,NA,NA
GSE112174,GPL21103,Mus musculus,10090,NA,NA
GSE112176,GPL17021,Mus musculus,10090,NA,NA
GSE112176,GPL21103,Mus musculus,10090,NA,NA
GSE112177,GPL16417,Mus musculus,10090,NA,NA
GSE112196,GPL21103,Mus musculus,10090,NA,NA
GSE112201,GPL11154,Homo sapiens,9606,NA,NA
GSE112201,GPL20301,Homo sapiens,9606,NA,NA
GSE112204,GPL13112,Mus musculus,10090,NA,NA
GSE112206,GPL21103,Mus musculus,10090,NA,NA
GSE112207,GPL19057,Mus musculus,10090,NA,NA
GSE112221,GPL16791,Homo sapiens,9606,NA,NA
GSE112223,GPL13112,Mus musculus,10090,NA,NA
GSE112223,GPL17021,Mus musculus,10090,NA,NA
GSE112223,GPL19057,Mus musculus,10090,NA,NA
GSE112223,GPL21103,Mus musculus,10090,NA,NA
GSE112227,GPL15103,Mus musculus,10090,NA,NA
GSE112230,GPL16791,Homo sapiens,9606,NA,NA
GSE112230,GPL17021,Mus musculus,10090,NA,NA
GSE112230,GPL19057,Mus musculus,10090,NA,NA
GSE112236,GPL21941,Equus caballus,9796,NA,NA
GSE112237,GPL15325,Equus caballus,9796,NA,NA
GSE112248,GPL21273,Mus musculus,10090,NA,NA
GSE112250,GPL21103,Mus musculus,10090,NA,NA
GSE112251,GPL19057,Mus musculus,10090,NA,NA
GSE112252,GPL19057,Mus musculus,10090,NA,NA
GSE112254,GPL21179,Arabidopsis thaliana,3702,NA,NA
GSE112277,GPL11154,Homo sapiens,9606,NA,NA
GSE112281,GPL22682,Schizosaccharomyces pombe,4896,NA,NA
GSE112294,GPL20828,Danio rerio,7955,NA,NA
GSE112295,GPL11154,Homo sapiens,9606,NA,NA
GSE112304,GPL17021,Mus musculus,10090,NA,NA
GSE112325,GPL16331,Mus musculus,10090,NA,NA
GSE112334,GPL21626,Mus musculus,10090,NA,NA
GSE112339,GPL16791,Homo sapiens,9606,NA,NA
GSE112354,GPL18644,Pseudomonas aeruginosa,287,NA,NA
GSE112356,GPL16791,Homo sapiens,9606,NA,NA
GSE112356,GPL19129,Macaca mulatta,9544,NA,NA
GSE112356,GPL19148,Pan troglodytes,9598,NA,NA
GSE112358,GPL17021,Mus musculus,10090,NA,NA
GSE112360,GPL11002,Mus musculus,10090,NA,NA
GSE112362,GPL16791,Homo sapiens,9606,NA,NA
GSE112364,GPL18936,Xenopus laevis,8355,NA,NA
GSE112367,GPL19757,Caenorhabditis elegans,6239,NA,NA
GSE112368,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE112381,GPL19057,Mus musculus,10090,NA,NA
