suppdata_id,Filter,human,nnet,Type,classifier
GSE120844_DEG_CTRL_POMALYST.txt.gz,raw,conservative,conservative,conservative,human
GSE120844_DEG_CTRL_POMIFNG.txt.gz,raw,conservative,conservative,conservative,human
GSE120844_DEG_IFNG_POMIFNG.txt.gz,raw,conservative,conservative,conservative,human
GSE120844_DEG_POMALYST_POMIFNG.txt.gz,raw,conservative,conservative,conservative,human
GSE121173_gene_exp.diff.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121241_Differential_Gene_Expression_CuffDiff.txt.gz,raw,conservative,conservative,conservative,human
GSE121725_OVVSGSF_circRNA_differential_expression.xlsx,raw,spiky,anti-conservative,spiky,human
GSE121725_Transcript_differential_expression.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121795_ResultsDESeqpaired.csv.gz,basemean,other,other,other,human
GSE121795_ResultsDESeqpaired.csv.gz,raw,other,other,other,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-10,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-11,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-12,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-4,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-5,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-6,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-7,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-8,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-9,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE122095_N-VS-W.DEGseq_Method.GeneDiffExp.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,basemean,uniform,uniform,uniform,human
GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,raw,conservative,conservative,conservative,human
GSE122210_DMSO_vs_CKBA.diff.exp.annot.xls.gz,raw,conservative,conservative,conservative,human
GSE122483_ren_gene.description.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE122665_PP6fl_flmKC_vs_cKOmKC.diff.exp.annot.txt.gz,raw,conservative,conservative,conservative,human
GSE122679_cufflinks_HNPC_v_GBM_comparison.xlsx,raw,bimodal,bimodal,bimodal,human
GSE122932_DifferentialExpression.xlsx-sheet-gRNA3_Cas9.vs.gRNA3,raw,other,other,other,human
GSE122932_DifferentialExpression.xlsx-sheet-ncapg2_gRNA3_Cas9.vs.phenol_red,raw,other,uniform,other,human
GSE122932_DifferentialExpression.xlsx-sheet-ncapg2_gRNA3.vs.phenol_red,raw,other,other,other,human
GSE122950_isoform_exp_diff.xls.gz-sheet-Control_vs_Treated,raw,conservative,conservative,conservative,human
GSE122990_DEseq_ARC7-ARC10-ARC16_ARM4-ARM5-ARM6_DEG_list_1_.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE122990_DEseq_ARC7-ARC10-ARC16_ARM4-ARM5-ARM6_DEG_list_1_.csv.gz,raw,spiky,anti-conservative,spiky,human
GSE122992_DEseq_AR6-AR7-AR13-AR19_AR8-AR9-AR17-AR24_DEG_list.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE122992_DEseq_AR6-AR7-AR13-AR19_AR8-AR9-AR17-AR24_DEG_list.csv.gz,raw,conservative,uniform,conservative,human
GSE123017_IMCD3_gene_exp_diff.csv.gz,raw,conservative,conservative,conservative,human
GSE123017_RPE1_gene_exp_diff.csv.gz,raw,conservative,conservative,conservative,human
GSE123186_Lanno_et_al_2018_Cuffdiff.txt.gz,raw,conservative,conservative,conservative,human
GSE123277_Control_vs_Deferasirox_Treated.diff.gz,raw,conservative,conservative,conservative,human
GSE123400_Vg6_differentially_expression.csv.gz,raw,bimodal,bimodal,bimodal,human
GSE123403_CDK0005_PAO1_results_all.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE123403_CDK0005_PAO1_results_all.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE123459_WTCvsWTV.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE123459_WTCvsWTV.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE123554_payelg_WT_Fis_gene_exp_Final.xlsx-sheet-Sheet1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE123554_payelg_WT_HNS_gene_exp_Final.xlsx-sheet-Sheet1,raw,bimodal,bimodal,bimodal,human
GSE123656_Processed_data_file_Sanchez-Montesino_et_al_2018_.xlsx,raw,bimodal,bimodal,bimodal,human
GSE17970_supplemental_table_1.xls.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE17970_supplemental_table_3.xls.gz-sheet-Hoja1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE29992_Het1_KO2_expr.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE32038_cds_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE32038_cds.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE32038_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE32038_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE32038_promoters.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE32038_splicing.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE32038_tss_group_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE33141_BWATranscriptsFPKM.xls.gz-sheet-ncRNA-Transcripts-fpkm,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE33141_BWATranscriptsFPKM.xls.gz-sheet-pseudogenes-fpkm,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE33141_TopHatTranscriptsFPKM.xls.gz-sheet-mRNA-Transcripts-FPKM,raw,other,spiky,other,human
GSE33141_TopHatTranscriptsFPKM.xls.gz-sheet-Pseudogenes-FPKM,raw,other,bimodal,other,human
GSE33265_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE33265_isoform_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE33736_HAmCqG0_G8expression.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE33782_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE33782_isoform_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE34097_aff2_genes_cufflinks.txt.gz,raw,conservative,conservative,conservative,human
GSE34097_aff3_genes_cufflinks.txt.gz,raw,conservative,conservative,conservative,human
GSE34097_aff4_genes_cufflinks.txt.gz,raw,conservative,bimodal,conservative,human
GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-0,raw,bimodal,bimodal,bimodal,human
GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-1,raw,bimodal,bimodal,bimodal,human
GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-2,raw,bimodal,bimodal,bimodal,human
GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-3,raw,spiky,anti-conservative,spiky,human
GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-4,raw,spiky,anti-conservative,spiky,human
GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-5,raw,bimodal,bimodal,bimodal,human
GSE34329_processed_RNAseq_N_way_cuffdiff_combined_replicates_NIvIvPAvPS1145.diff.gz,raw,conservative,conservative,conservative,human
GSE35178_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE35178_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE35616_DESeq.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE35616_DESeq.txt.gz,raw,spiky,bimodal,spiky,human
GSE36005_emo_gene.diff.gz,raw,conservative,conservative,conservative,human
GSE36005_res_gene.diff.gz,raw,conservative,conservative,conservative,human
GSE36005_sus_gene.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE36695_H1H9KSR_hfSFM.txt.gz,raw,conservative,conservative,conservative,human
GSE36695_H1H9KSR_SFM.txt.gz,raw,conservative,conservative,conservative,human
GSE36695_H1KSR_H1SFM.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE36695_H1SFM_H9SFM.txt.gz,raw,conservative,conservative,conservative,human
GSE36695_H1SFM_hfSFM.txt.gz,raw,conservative,conservative,conservative,human
GSE36695_H9KSR_H9SFM.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE36695_H9KSR_hfSFM.txt.gz,raw,conservative,conservative,conservative,human
GSE36695_H9SFM_hfSFM.txt.gz,raw,conservative,conservative,conservative,human
GSE36710_RBFOX1_Splicing_Events.txt.gz,raw,conservative,conservative,conservative,human
GSE36710_RBFOX1_Transcriptional_Events.txt.gz,basemean,anti-conservative,other,anti-conservative,human
GSE36710_RBFOX1_Transcriptional_Events.txt.gz,raw,bimodal,conservative,bimodal,human
GSE36781_gene_exp_diff.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE36866_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE36871_RNASeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,raw,spiky,anti-conservative,spiky,human
GSE36872_NascentSeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,raw,spiky,anti-conservative,spiky,human
GSE36959_gene_exp_diff.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE37111_clip.txt.gz,raw,conservative,bimodal,conservative,human
GSE37682_RAW.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE37703_hiseq_cuffdiff_cds_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_hiseq_cuffdiff_cds.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_hiseq_cuffdiff_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_hiseq_cuffdiff_isoform_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_hiseq_cuffdiff_promoters.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_hiseq_cuffdiff_splicing.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_hiseq_cuffdiff_tss_group_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_miseq_cuffdiff_cds_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE37703_miseq_cuffdiff_cds.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_miseq_cuffdiff_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_miseq_cuffdiff_isoform_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE37703_miseq_cuffdiff_promoters.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE37703_miseq_cuffdiff_splicing.diff.gz,raw,conservative,bimodal,conservative,human
GSE37703_miseq_cuffdiff_tss_group_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE38413_Maize_Pericarp_14DAP_mRNA-Seq_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE38413_Maize_Pericarp_25DAP_mRNA-Seq_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE38414_Maize_Silks_mRNA-Seq_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE39605_All_KOvsWT_filtered_final.xlsx.gz-sheet-All_KOvsWT_filtered,basemean,other,other,other,human
GSE39605_All_KOvsWT_filtered_final.xlsx.gz-sheet-All_KOvsWT_filtered,raw,conservative,other,conservative,human
GSE39652_20111201c2Day3_gene_exp.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE39652_20111201c2LZ_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE39652_20111201c2Pach_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE39652_20111201c2PreMeiotic_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE39812_FB_result_transcript_summary.tsv.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE39812_FT_result_transcript_summary.tsv.txt.gz,raw,conservative,uniform,conservative,human
GSE39812_TB_result_transcript_summary.tsv.txt.gz,raw,bimodal,anti-conservative,bimodal,human
GSE40187_gene_exp_diff_Control_NXD30001_fromtophat120_cufflinks102_c0_081612.txt.gz,raw,conservative,conservative,conservative,human
GSE40187_gene_exp_diff_MG1_MG2_fromtophat120_cufflinks102_c0_081612.txt.gz,raw,conservative,conservative,conservative,human
GSE40218_processed_DESeq.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE40218_processed_DESeq.txt.gz,raw,bimodal,conservative,bimodal,human
GSE40228_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE40478_output_score.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE40548_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE40948_MEF_vs_ESC_2replicates_expression.tsv.gz,raw,bimodal,bimodal,bimodal,human
GSE40948_NPC_vs_ESC_2replicates_result_10.transcript_summary.tsv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41090_WT_vs_KO_full_genes.tab.txt.gz,raw,conservative,conservative,conservative,human
GSE41367_brenneri_gns.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_brenneri_soap.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_briggsae_gns.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_briggsae_soap.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_elegans_gns.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_elegans_soap.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_japonica_gns.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_japonica_soap.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_remanei_gns.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41367_remanei_soap.expr.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41487_ResultsContr123vsRas123Individual.xls.gz-sheet-Contr vs Ras1,raw,conservative,conservative,conservative,human
GSE41487_ResultsContr123vsRas123Individual.xls.gz-sheet-Contr vs Ras2,raw,conservative,conservative,conservative,human
GSE41487_ResultsContr123vsRas123Individual.xls.gz-sheet-Contr vs Ras3,raw,conservative,conservative,conservative,human
GSE41487_ResultsContr123vsRas123Multiple.xls.gz-sheet-RawData Contr123 vs Ras123,raw,conservative,conservative,conservative,human
GSE41487_ResultsContr123vsRas12Multiple.xls.gz-sheet-RawData Contr123 vs Ras12,raw,conservative,conservative,conservative,human
GSE41766_PRE1-Ox_IBH1-Ox_vs_IBH1-Ox.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE41766_PRE1-Ox_IBH1-Ox_vs_IBH1-Ox.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41873_FPKM_all_genes_from_CuffDiff.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE41908_E11.5_E13.5f_cuffdiff1.2.txt.gz,raw,conservative,bimodal,conservative,human
GSE41908_E11.5_E13.5m_cuffdiff1.2.txt.gz,raw,conservative,conservative,conservative,human
GSE41908_E9.5_E11.5_cuffdiff1.2.txt.gz,raw,conservative,bimodal,conservative,human
GSE42381_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE42443_Brg1cKO_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE42805_acute_gene.diff.gz,raw,conservative,conservative,conservative,human
GSE42805_cds_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE42805_cds.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE42805_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE42805_isoform_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE42805_promoters.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE42805_splicing.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE42805_tss_group_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE43143_tooth_FPKM_DE.txt.gz-set-0,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE43143_tooth_FPKM_DE.txt.gz-set-1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE43143_tooth_FPKM_DE.txt.gz-set-2,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE43189_processed_h99_rim101.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE43194_E11_ICR_abundance_rep1.txt.gz-set-0,raw,bimodal,bimodal,bimodal,human
GSE43194_E11_ICR_abundance_rep1.txt.gz-set-1,raw,spiky,bimodal,spiky,human
GSE43194_E11_ICR_abundance_rep1.txt.gz-set-2,raw,spiky,bimodal,spiky,human
GSE43194_E11_ICR_abundance_rep2.txt.gz-set-0,raw,spiky,spiky,spiky,human
GSE43194_E11_ICR_abundance_rep2.txt.gz-set-1,raw,spiky,anti-conservative,spiky,human
GSE43194_E11_ICR_abundance_rep2.txt.gz-set-2,raw,spiky,bimodal,spiky,human
GSE43194_HH18chick_abundance.txt.gz-set-0,raw,spiky,anti-conservative,spiky,human
GSE43194_HH18chick_abundance.txt.gz-set-1,raw,spiky,anti-conservative,spiky,human
GSE43194_HH18chick_abundance.txt.gz-set-2,raw,bimodal,bimodal,bimodal,human
GSE43431_mRNA_STHdh_CUFF_gene_exp.diff.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE43614_diff_out.txt.gz,raw,other,other,other,human
GSE43660_control_vs_il33_1hr.txt.gz,raw,bimodal,conservative,bimodal,human
GSE43660_control_vs_il33_4hr.txt.gz,raw,bimodal,conservative,bimodal,human
GSE43660_control_vs_IL4_1hr.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE43660_control_vs_IL4_4hr.txt.gz,raw,bimodal,conservative,bimodal,human
GSE44233_processed_data.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE44233_processed_data.txt.gz,raw,spiky,bimodal,spiky,human
GSE44333_d33_mock_vs_mhv_res_noNA.txt.gz,basemean,anti-conservative,uniform,anti-conservative,human
GSE44333_d33_mock_vs_mhv_res_noNA.txt.gz,raw,bimodal,conservative,bimodal,human
GSE44402_QW_Table_S2-AS_targets_of_PQBP1_identified_from_RNA-seq.xlsx.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009338,raw,bimodal,anti-conservative,bimodal,human
GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009339,raw,bimodal,anti-conservative,bimodal,human
GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009340,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE44665_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE44668_gene_exp_diff.txt.gz,raw,conservative,conservative,conservative,human
GSE44831_BALBfab_BALBmj_gene_exp.diff.txt.gz,raw,conservative,NA,conservative,human
GSE44831_BALBfabD1_BALBmockD1_24hr_post_expr.txt.gz,raw,conservative,NA,conservative,human
GSE44831_BALBfabD1_BALBmockD1_exp.txt.gz,raw,conservative,NA,conservative,human
GSE44831_C57BL6fabD1_C57BL6mockD1_24hr_post_expr.txt.gz,raw,conservative,NA,conservative,human
GSE44831_C57BL6fabD1_C57BL6mockD1_exp.txt.gz,raw,conservative,NA,conservative,human
GSE44831_C57BLfab_C57BLmj_gene_exp.diff.txt.gz,raw,conservative,NA,conservative,human
GSE44831_matrix_BALB_C57BL.txt.gz,raw,conservative,NA,conservative,human
GSE44846_O157_genome_total.xlsx.gz-sheet-Sheet1,raw,bimodal,uniform,bimodal,human
