Accession,suppdata_id,instrument_model
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_stau_deseq_ALL,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_upf_deseq_ALL,Illumina HiSeq 2000
GSE89588,GSE89588_SupplementalTable_S4.xlsx.gz-sheet-hskmc_upf_deseq_ALL,Illumina HiSeq 2000
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_3_differentiation.diff.gz,Illumina HiScanSQ
GSE97345,GSE97345_Cassette_NrdRap_diffexp.txt.gz,Illumina HiSeq 2000
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,Illumina HiSeq 2000
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,Illumina HiSeq 2000
GSE78527,GSE78527_siSNRNP40_siControl_processed.txt.gz,Illumina HiSeq 2500
GSE80068,GSE80068_col_nrpe1_gene_exp.diff.gz,Illumina HiSeq 2000
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_N_compared_to_siRbfox1_3+EGFP.txt.gz,Illumina HiSeq 2000
GSE75147,GSE75147_regulated.phf5a_kd_861.up.G166.list.txt.gz,Illumina HiSeq 2000
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D6.txt.gz,Illumina HiSeq 2000
GSE55394,GSE55394_gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1,Illumina HiSeq 2500
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1,Illumina HiSeq 2500
GSE52402,GSE52402_B19P16_B20P3_RPKM.txt.gz,Illumina HiSeq 2000
GSE114652,GSE114652_trim9_sham_stroke.txt.gz,Illumina HiSeq 3000
GSE113716,GSE113716_DESeq2_results_t15_vs_t0.txt.gz,Illumina HiSeq 1500
GSE110073,GSE110073_DESeq_hg19_CO_vs_H.csv.gz,Illumina Genome Analyzer IIx
GSE117229,GSE117229_Galaxy247-_Cuffdiff_on_data_212__data_203__and_others_gene_differential_expression_testing_.txt.gz,Illumina HiSeq 2500
GSE104049,GSE104049_DESeq2.GMC5hvsNB5h.xlsx,Illumina HiSeq 2500
GSE99211,GSE99211_AnZwijsen_Solid-20180116-diffexpr-results-Group_KO.SetB_vs_Ctrl.csv.gz,AB SOLiD 4 System
GSE113848,GSE113848_sleuth.de.results.wald.ctl.tsv.gz,Illumina NextSeq 500
GSE112649,GSE112649_TAC_tree_RNAseq_processed_data_CLC_DEG_output.txt.gz,Illumina HiSeq 2000
GSE108844,GSE108844_4comparisons_gene_exp.diff.gz,Illumina NextSeq 500
GSE100075,GSE100075_cuffdiff_SUM44_gene_exp.txt.gz,Illumina NextSeq 500
GSE97443,GSE97443_KnockDown1_vs_Control1.all.gene.result.txt.gz,Illumina HiSeq 1000
GSE104560,GSE104560_Emerin_null_proliferation_vs_day_4_differentiation.diff.gz,Illumina HiScanSQ
GSE94814,GSE94814_cortex.txt.gz,Illumina NextSeq 500
GSE101664,GSE101664_Dmoj2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101664,GSE101664_Dmoj2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE101664,GSE101664_Dmoj2r_gene_exp.diff.gz,Illumina HiSeq 2000
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,Illumina HiSeq 2000
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,Illumina HiSeq 2000
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-LEE,Illumina HiSeq 2000
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-LEE,Illumina HiSeq 2000
GSE91060,GSE91060_E11_vs._E16.xls.gz,Illumina HiSeq 2500
GSE67787,GSE67787_con_bps_wex_RNAseq_gene_exp.diff.gz,Illumina HiSeq 2000
GSE72105,GSE72105_Differential_Gene_Expression_Summary_myotubes.txt.gz,Illumina HiSeq 2000
GSE56132,GSE56132_Pm_Si_expression.txt.gz,AB SOLiD 4 System
GSE56132,GSE56132_Pm_Si_expression.txt.gz,AB SOLiD 4 System
GSE56132,GSE56132_Pm_Si_expression.txt.gz,AB SOLiD 4 System
GSE52402,GSE52402_Wnt_pathway_RPKM.txt.gz,Illumina HiSeq 2000
GSE38413,GSE38413_Maize_Pericarp_14DAP_mRNA-Seq_gene_exp.diff.gz,Illumina Genome Analyzer II
GSE113716,GSE113716_DESeq2_results_t1_vs_t0.txt.gz,Illumina HiSeq 1500
GSE122139,GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,Illumina HiSeq 2000
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-Sheet1,Illumina HiSeq 2500
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12,Illumina HiSeq 2500
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12wrnai,Illumina HiSeq 2500
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4rasv12 vs rasv12wrnai,Illumina HiSeq 2500
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs rasv12ep3037,Illumina HiSeq 2500
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-rasv12 vs rasv12EP3037,Illumina HiSeq 2500
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-rasv12wrnai vs rasv12EP3037,Illumina HiSeq 2500
GSE115498,GSE115498_cuffdiff_2mmTassel_FPKMvalues.txt.gz,Illumina NextSeq 500
GSE104049,GSE104049_DESeq2.GMC90mvsNB90m.xlsx,Illumina HiSeq 2500
GSE99211,GSE99211_AnZwijsen_Solid-20180116-diffexpr-results-KO.SetBvsKO.SetA.csv.gz,AB SOLiD 4 System
GSE113848,GSE113848_sleuth.de.results.wald.oe.tsv.gz,Illumina NextSeq 500
GSE102369,GSE102369_deseq_differential_expression_results.txt.gz,Illumina HiSeq 2000
GSE97443,GSE97443_KnockDown2_vs_Control2.all.gene.result.txt.gz,Illumina HiSeq 1000
GSE104560,GSE104560_WT_differentiation_day_0_to_1_transition.diff.gz,Illumina HiScanSQ
GSE94814,GSE94814_subcortex.txt.gz,Illumina NextSeq 500
GSE91060,GSE91060_E11_vs._P1.xlsx,Illumina HiSeq 2500
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz,Illumina Genome Analyzer IIx
GSE71710,GSE71710_siDGCR8_v_siSCR_DESeq_gencode.all.symbol.txt.gz,Illumina HiSeq 2000
GSE80718,GSE80718_gene_exp.diff.gz,Illumina HiSeq 2000
GSE69125,GSE69125_10408_gene_exp.diff.gz,Illumina HiSeq 2000
GSE70728,GSE70728_KDM2B_RNAseq_DEG.diff.gz,Illumina HiSeq 2500
GSE74131,GSE74131_gene_exp.diff.gz,Illumina HiSeq 2500
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S1,Illumina HiSeq 2000
GSE74993,GSE74993_SupplementalTables.xlsx-sheet-Table S3,Illumina HiSeq 2000
GSE65072,GSE65072_DESeq_plusDOX_minusDOX.xlsx,Illumina HiSeq 2500
GSE72105,GSE72105_Differential_Gene_Expression_Summary_usp10.txt.gz,Illumina HiSeq 2000
GSE66506,GSE66506_DE_analysis_010714.xlsx-sheet-All_Genes,Illumina HiSeq 2000
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Hypoxia vs ELT-2 Hypoxia,Illumina HiSeq 2000
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Hypoxia vs ELT-2 Normoxia,Illumina HiSeq 2000
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Normoxia vs Cntrl Hypoxia,Illumina HiSeq 2000
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Normoxia vs ELT-2 Hypoxia,Illumina HiSeq 2000
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntl Normoxia vs ELT-2 Normoxia,Illumina HiSeq 2000
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-ELT-Normoxia vs ELT-2 Hypoxia,Illumina HiSeq 2000
GSE44846,GSE44846_O157_genome_total.xlsx.gz-sheet-Sheet1,Illumina HiSeq 2000
GSE113716,GSE113716_DESeq2_results_t2_vs_t0.txt.gz,Illumina HiSeq 1500
GSE112367,GSE112367_adr1.adr2.ip.input.deseq.txt.gz,Illumina NextSeq 500
GSE118423,GSE118423_alc.csv.gz,Ion Torrent PGM
GSE104560,GSE104560_WT_differentiation_day_1_to_2_transition.diff.gz,Illumina HiScanSQ
GSE98541,GSE98541_RPE1_diff_expression_WT_SAFA.xlsx,Illumina HiSeq 2500
GSE96626,GSE96626_DE_TrtVsVeh.xlsx,Illumina Genome Analyzer IIx
GSE91060,GSE91060_E16_vs._P1.xlsx,Illumina HiSeq 2500
GSE83405,GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1,Ion Torrent PGM
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_chronic_gene_differential_expression_testing.txt.gz,Illumina Genome Analyzer IIx
GSE78996,GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx,Illumina NextSeq 500
GSE71902,GSE71902_WILD-vs-CPH2.txt.gz,Illumina HiSeq 2500
GSE62785,GSE62785_Table_S1_Genes_differentially_expressed_in_hns_mutant_in_mid-exponential_phase.xls.gz-sheet-status = OK,Illumina HiSeq 2000
GSE51893,GSE51893_wt_v_MZeomesa-sphere_gene_exp.txt.gz,Illumina HiSeq 2000
GSE58662,GSE58662_Processed_Data.xls.gz,Illumina Genome Analyzer II
GSE46486,GSE46486_young_old_deseq.txt.gz,Illumina HiSeq 2000
GSE52450,GSE52450_Cuffdiff_on_pre-pro-B_and_pro-B_aligned_reads_transcript_differential_expression_testing_Bv46.txt.gz,Illumina HiSeq 2000
GSE38413,GSE38413_Maize_Pericarp_25DAP_mRNA-Seq_gene_exp.diff.gz,Illumina Genome Analyzer II
GSE115349,GSE115349_PD09_v_PD11.batch1.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE113716,GSE113716_DESeq2_results_t4_vs_t0.txt.gz,Illumina HiSeq 1500
GSE118674,GSE118674_Zhu_processed_data.xlsx.gz-sheet-Deseq2_raw_output,Illumina HiSeq 2500
GSE94355,GSE94355_data_all_expressed.corr.xlsx,Illumina HiSeq 1000
GSE104560,GSE104560_WT_differentiation_day_2_to_3_transition.diff.gz,Illumina HiScanSQ
GSE89245,GSE89245_2hr_gene_exp.diff.gz,Illumina HiSeq 2500
GSE84160,GSE84160_WT_vs_Med1KO_gene_exp.txt.gz,Illumina HiSeq 2000
GSE92887,GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,Illumina HiSeq 2500
GSE92887,GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,Illumina HiSeq 2500
GSE59954,GSE59954_gene_expression.txt.gz,Illumina HiSeq 2000
GSE94252,GSE94252_gene_exp.diff.gz,Illumina HiSeq 2500
GSE96960,GSE96960_DESeq2_genes_diffexp_by_fc_iTregs_plusVitC_vs_iTregs_negVitC.csv.gz,Illumina HiSeq 2000
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs WT,Illumina HiSeq 2000
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PM vs WT,Illumina HiSeq 2000
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs PM,Illumina HiSeq 2000
GSE95234,GSE95234_IPInputFPKM.xlsx,Illumina HiSeq 2000
GSE78834,GSE78834_gene_expression_profiles.txt.gz,Illumina HiSeq 2000
GSE64025,GSE64025_gene_exp.diff.gz,Illumina Genome Analyzer IIx
GSE64544,GSE64544_LV_processed.txt.gz,Illumina HiSeq 2000
GSE62785,GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz-sheet-status = ok,Illumina HiSeq 2000
GSE61954,GSE61954_all_genes_expression_values_supp_table.txt.gz,Illumina HiSeq 2000
GSE63758,GSE63758_gene_exp.diff.gz,AB 5500xl Genetic Analyzer
GSE42805,GSE42805_acute_gene.diff.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD09_v_PD12.batch1.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE80554,GSE80554_gene_exp.diff.gz,Illumina HiSeq 2000
GSE97623,GSE97623_Prepub_vs_Pub.Differential_analysis_results.txt.gz,Illumina HiSeq 4000
GSE104560,GSE104560_WT_differentiation_day_3_to_4_transition.diff.gz,Illumina HiScanSQ
GSE89245,GSE89245_4hr_gene_exp.diff.gz,Illumina HiSeq 2500
GSE95234,GSE95234_NotInfectedInfectedFPKM.xlsx,Illumina HiSeq 2000
GSE77034,GSE77034_aza_vs_PBS.gene_exp.tsv.gz,Illumina NextSeq 500
GSE80370,GSE80370_col_morc6_gene_exp.diff.gz,Illumina HiSeq 2000
GSE64544,GSE64544_MV_processed.txt.gz,Illumina HiSeq 2000
GSE42805,GSE42805_cds.diff.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD10_v_PD11.batch1.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,Illumina MiSeq
GSE110045,GSE110045_Ctrl_vs_DAC_diff_expr.xlsx.gz,Illumina NextSeq 500
GSE109443,GSE109443_CRTC3-Bko-SVF_gene_exp.diff.gz,Illumina MiSeq
GSE104560,GSE104560_WT_proliferation_to_day_0_differentiation_transition.diff.gz,Illumina HiScanSQ
GSE89245,GSE89245_6hr_gene_exp.diff.gz,Illumina HiSeq 2500
GSE97027,GSE97027_2017RNAseq_Cdk8Tg_gene_exp.txt.gz,Illumina HiSeq 4000
GSE65994,GSE65994_gene_exp.diff.gz,Illumina HiSeq 2000
GSE97060,GSE97060_122KOMouse_SleuthOutput.txt.gz,Illumina HiSeq 2500
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,Illumina HiSeq 3000
GSE77113,GSE77113_GC_WT_vs_Hdac3KO.diff.gz,Illumina HiSeq 2500
GSE77034,GSE77034_aza_vs_vc.gene_exp.tsv.gz,Illumina NextSeq 500
GSE80370,GSE80370_col_suvh2suvh9_gene_exp.diff.gz,Illumina HiSeq 2000
GSE63485,GSE63485_KS_J1Csh63_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,Illumina HiSeq 2000
GSE71369,GSE71369_Processed_data_GRO_seq.xlsx-sheet-untethered_vs_tethered_RPM,Illumina MiSeq
GSE65935,GSE65935_DKOrvsDKOnr_diffexp.txt.gz,Illumina HiSeq 2500
GSE59814,GSE59814_processed_data.txt.gz,Illumina HiSeq 2500
GSE42805,GSE42805_cds_exp.diff.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD10_v_PD12.batch1.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE110045,GSE110045_Ctrl_vs_PARA_DAC_diff_expr.xlsx.gz,Illumina NextSeq 500
GSE121173,GSE121173_gene_exp.diff.txt.gz,AB 5500 Genetic Analyzer
GSE111792,GSE111792_cuffdiff_seedlingB73_FPKMvalues.txt.gz,Illumina NextSeq 500
GSE112367,GSE112367_n2.adr2.ip.input.deseq.txt.gz,Illumina NextSeq 500
GSE117559,GSE117559_gene_exp.diff.gz,Illumina HiSeq 4000
GSE115606,GSE115606_piRNA.txt.gz,Illumina HiSeq 3000
GSE104518,GSE104518_Combined_1d-WT_1d-SIG_7d-WT_7d-SIG.txt.gz,Illumina HiSeq 2500
GSE107849,GSE107849_Farr_Monroe_2017_Processed_Data.xlsx,Illumina HiSeq 2000
GSE104560,GSE104560_WT_proliferation_vs_day_1_differentiation.diff.gz,Illumina HiScanSQ
GSE101939,GSE101939_WT_E16_H2ZKO_E16.anno.txt.gz,Illumina HiSeq 2500
GSE97258,GSE97258_differential_expression.xls.gz-sheet-Sheet1,AB 5500xl Genetic Analyzer
GSE98759,GSE98759_gene_exp.txt.gz,Illumina HiSeq 3000
GSE95481,GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,Illumina HiSeq 3000
GSE90876,GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz,Illumina HiSeq 3000
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,Illumina NextSeq 500
GSE64641,GSE64641_leaf_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE77113,GSE77113_Hdac3KO_non-GC_vs_GC.diff.gz,Illumina HiSeq 2500
GSE77034,GSE77034_combo_vs_PBS.gene_exp.tsv.gz,Illumina NextSeq 500
GSE66619,GSE66619_DRG_Con_vs_Ips_mrna_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE63485,GSE63485_KS_J1Csh95_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,Illumina HiSeq 2000
GSE65935,GSE65935_WTvsDKOnr_diffexp.txt.gz,Illumina HiSeq 2500
GSE42805,GSE42805_gene_exp.diff.gz,Illumina HiSeq 2000
GSE52385,GSE52385_siCtrl_VS_siSRA_assemblenewgenes.txt.gz,Illumina HiSeq 2000
GSE48166,GSE48166_Cufflinks_FPKM.txt.gz,Illumina Genome Analyzer II
GSE36872,GSE36872_NascentSeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,Illumina Genome Analyzer II
GSE33141,GSE33141_BWATranscriptsFPKM.xls.gz-sheet-ncRNA-Transcripts-fpkm,Illumina Genome Analyzer IIx
GSE33141,GSE33141_BWATranscriptsFPKM.xls.gz-sheet-pseudogenes-fpkm,Illumina Genome Analyzer IIx
GSE115349,GSE115349_PD11_v_PD12.batch1.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE123400,GSE123400_Vg6_differentially_expression.csv.gz,Illumina HiSeq 4000
GSE122210,GSE122210_DMSO_vs_CKBA.diff.exp.annot.xls.gz,HiSeq X Ten
GSE110045,GSE110045_Ctrl_vs_PARA_diff_expr.xlsx.gz,Illumina NextSeq 500
GSE113404,GSE113404_DESeq2_results_Mat1_OE_wt.xlsx,Illumina HiSeq 2000
GSE115743,GSE115743_TgCd2G3.fpkm.txt.gz,Illumina HiSeq 2000
GSE104560,GSE104560_WT_proliferation_vs_day_2_differentiation.diff.gz,Illumina HiScanSQ
GSE85883,GSE85883_CM_D_expression.diff.xlsx-sheet-gene_exp,Illumina HiSeq 3000
GSE102138,GSE102138_Long_non_coding_RNA.txt.gz,Illumina HiSeq 2500
GSE85402,GSE85402_gene_exp.diff.gz,Illumina HiSeq 2000
GSE98739,GSE98739_Q111SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,Illumina HiSeq 2000
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,Illumina NextSeq 500
GSE95481,GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz,Illumina HiSeq 3000
GSE83819,GSE83819_gene_exp.diff.gz,Illumina HiSeq 2500
GSE64641,GSE64641_seedling_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE77113,GSE77113_WT_non-GC_vs_GC.diff.gz,Illumina HiSeq 2500
GSE77034,GSE77034_combo_vs_aza.gene_exp.tsv.gz,Illumina NextSeq 500
GSE74893,GSE74893_ctrl_and_Tsc1ckO_gene_exp.txt.gz,Illumina HiSeq 2000
GSE77218,GSE77218_A3_A2.xlsx-sheet-express,Illumina HiSeq 2500
GSE66619,GSE66619_Dorsal_Cord_Ipsi_vs_Con_mrna_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE63485,GSE63485_shAML1_ETO_vs_shControl.all_gene_exp.tbl.txt.gz,Illumina HiSeq 2000
GSE62647,GSE62647_Setd8_differential_expression_analyses.txt.gz,Illumina HiSeq 2500
GSE66478,GSE66478_gene_exp.txt.gz,Illumina HiSeq 2000
GSE65935,GSE65935_WTvsDKOr_diffexp.txt.gz,Illumina HiSeq 2500
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,Illumina MiSeq
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,Illumina MiSeq
GSE58052,GSE58052_N.europaea_co-culture_over_single-culture.txt.gz,Illumina MiSeq
GSE47395,GSE47395_gene_exp.diff.anno.known.csv.gz,Illumina HiSeq 2000
GSE55090,GSE55090_cds_exp.diff.txt.gz,Illumina HiSeq 2000
GSE42805,GSE42805_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE52385,GSE52385_siCtrl_VS_siSRA_notassemblenewgenes.txt.gz,Illumina HiSeq 2000
GSE50068,GSE50068_Cuffdiff_output.txt.gz,Illumina HiSeq 2000
GSE36871,GSE36871_RNASeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD19_v_PD20.batch2.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE113404,GSE113404_DESeq2_results_Mat2_OE_wt.xlsx,Illumina HiSeq 2000
GSE115740,GSE115740_GW.fpkm.xlsx-sheet-White_V_Green,Illumina HiSeq 2000
GSE115740,GSE115740_GW.fpkm.xlsx-sheet-White_2_V_green_2,Illumina HiSeq 2000
GSE97868,GSE97868_Suppl_Diff_Exp_Results_24_0-vs-72_0.txt.gz,Illumina HiSeq 2000
GSE97021,GSE97021_WT_KO_RNAseq_cuffdiff_gene_exp.diff.gz,Illumina NextSeq 500
GSE104560,GSE104560_WT_proliferation_vs_day_3_differentiation.diff.gz,Illumina HiScanSQ
GSE102138,GSE102138_Protein_Coding_Genes.txt.gz,Illumina HiSeq 2500
GSE98989,GSE98989_DESeq2_infectedvsnon-infected.complete.txt.gz,Illumina NextSeq 500
GSE84367,GSE84367_DEXseq-analysis_SPEN-EBvsWT-EB.csv.gz,Illumina HiSeq 2500
GSE97256,GSE97256_Y1differentialGenes.tab.gz,Illumina MiSeq
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,Illumina HiSeq 2500
GSE98739,GSE98739_Q7SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,Illumina HiSeq 2000
GSE77113,GSE77113_non-GC_WT_vs_Hdac3KO.diff.gz,Illumina HiSeq 2500
GSE77034,GSE77034_combo_vs_vc.gene_exp.tsv.gz,Illumina NextSeq 500
GSE73083,GSE73083_3F_Lef1_PlusversusMinusDOX_ProcessedFiles.txt.gz,Illumina HiSeq 2000
GSE79039,GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,Illumina HiSeq 2500
GSE77218,GSE77218_A4_A2.xlsx-sheet-express,Illumina HiSeq 2500
GSE65973,GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,Illumina Genome Analyzer II
GSE72994,GSE72994_cds_exp.diff.gz,Illumina HiSeq 2000
GSE68160,GSE68160_GRdim-RNASeq.xlsx,Illumina HiSeq 2000
GSE66478,GSE66478_isoform_exp.txt.gz,Illumina HiSeq 2000
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,Illumina MiSeq
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,Illumina MiSeq
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,Illumina MiSeq
GSE55090,GSE55090_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE42805,GSE42805_promoters.diff.gz,Illumina HiSeq 2000
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_B_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_C_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_D_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-A_vs_E_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-B_vs_C_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-B_vs_D_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-B_vs_E_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-C_vs_D_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-C_vs_E_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE49295,GSE49295_isoform_exp_diff.xls.gz-sheet-D_vs_E_isoform_exp_diff,Illumina Genome Analyzer IIx
GSE46807,GSE46807_GEO_values_TAF4_RNAseq_Tophat.Cufflinks_mm9_WeiYi.txt.gz,Illumina HiSeq 2000
GSE33141,GSE33141_TopHatTranscriptsFPKM.xls.gz-sheet-mRNA-Transcripts-FPKM,Illumina Genome Analyzer IIx
GSE33141,GSE33141_TopHatTranscriptsFPKM.xls.gz-sheet-Pseudogenes-FPKM,Illumina Genome Analyzer IIx
GSE115349,GSE115349_PD19_v_PD21.batch2.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE89165,GSE89165_expression_table.txt.gz,Ion Torrent PGM
GSE118116,GSE118116_sleuth_test_results.txt.gz,Illumina HiSeq 3000
GSE114941,GSE114941_DEseq2.xlsx,Illumina HiSeq 2500
GSE97868,GSE97868_Suppl_Diff_Exp_Results_24_6-vs-24_0.txt.gz,Illumina HiSeq 2000
GSE95371,GSE95371_gene_exp.diff.gz,Illumina HiSeq 4000
GSE108018,GSE108018_WTKO_Saci_1107_DEseq2.csv.gz,Illumina HiSeq 2500
GSE103868,GSE103868_DESeq2_Results_01_MockTransfected_Vs_Untransfected.txt.gz,Illumina HiSeq 4000
GSE104560,GSE104560_WT_proliferation_vs_day_4_differentiation.diff.gz,Illumina HiScanSQ
GSE98989,GSE98989_edgeR_infectedvsnon-infected.complete.txt.gz,Illumina NextSeq 500
GSE84367,GSE84367_DEXseq-analysis_SPEN-ISCvsWT-ISC.csv.gz,Illumina HiSeq 2500
GSE98739,GSE98739_Q7SST_vs_Q111SST_DEGs_with_fpkm.diff.gz,Illumina HiSeq 2000
GSE77034,GSE77034_vc_vs_PBS.gene_exp.tsv.gz,Illumina NextSeq 500
GSE73082,GSE73082_F_Sp5_PlusversusMinusDOX_ProcessedFiles.txt.gz,Illumina HiSeq 2000
GSE79039,GSE79039_Feske_Tfh_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,Illumina HiSeq 2500
GSE77218,GSE77218_A4_A3.xlsx-sheet-express,Illumina HiSeq 2500
GSE75993,GSE75993_processed_data.xls.gz-sheet-1_WT_vs_KO_DESeq_All,Illumina HiSeq 2000
GSE72994,GSE72994_gene_exp.diff.gz,Illumina HiSeq 2000
GSE71862,GSE71862_DeSeq2_MCF7_vs_MCF10A_foldchange.txt.gz,Illumina HiSeq 1500
GSE67437,GSE67437_KO-ILC2-mLN_021815_vs_WT-ILC2-mLN_021815.txt.gz,Illumina HiSeq 2500
GSE47083,GSE47083_WTvsSclKO_WTvsGata12KO.xlsx.gz,Illumina HiSeq 2000
GSE55870,GSE55870_CAF90vsNF1493.xlsx.gz,AB 5500xl Genetic Analyzer
GSE55090,GSE55090_isoform_exp.diff.txt.gz,Illumina HiSeq 2000
GSE42805,GSE42805_splicing.diff.gz,Illumina HiSeq 2000
GSE40187,GSE40187_gene_exp_diff_Control_NXD30001_fromtophat120_cufflinks102_c0_081612.txt.gz,Illumina HiSeq 2000
