Accession,suppdata_id,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
GSE110327,GSE110327_differential_expression.txt.gz,29985393,2018 Jul 9,2018 Jul 9,Nat Commun,Tuttle KDKrovi SHZhang JBedel RHarmacek LPeterson LKDragone LLLefferts AHalluszczak CRiemondy KHesselberth JRRao AO'Connor BPMarrack PScott-Browne JGapin L,Gapin L,TCR signal strength controls thymic differentiation of iNKT cell subsets.,9,1,2650,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,2998539310.1038/s41467-018-05026-610.1038/s41467-018-05026-6PMC60377042998539329985393pmc-id: PMC6037704;,10.1038/s41467-018-05026-6,2018/04/25 00:002018/06/07 00:002018/07/10 06:002018/07/10 06:002018/12/18 06:00,NA,1,8,Nature communications,doi: 10.1038/s41467-018-05026-6,2018 Jul 9;9(1):2650
GSE101342,GSE101342_All_Genes_LincDUSP_V481_cells_DESeq2.csv.gz,29743621,2018 May 9,2018 May 9,Sci Rep,Forrest MESaiakhova ABeard LBuchner DAScacheri PCLaFramboise TMarkowitz SKhalil AM,Khalil AM,Colon Cancer-Upregulated Long Non-Coding RNA lincDUSP Regulates Cell Cycle Genes and Potentiates Resistance to Apoptosis.,8,1,7324,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,2974362110.1038/s41598-018-25530-510.1038/s41598-018-25530-5PMC59433532974362129743621pmc-id: PMC5943353;,10.1038/s41598-018-25530-5,2018/01/11 00:002018/04/24 00:002018/05/11 06:002018/05/11 06:002018/05/11 06:00,NA,1,1,Scientific reports,doi: 10.1038/s41598-018-25530-5,2018 May 9;8(1):7324
GSE101342,GSE101342_All_Genes_LincDUSP_V703_cells_DESeq2.csv.gz,29743621,2018 May 9,2018 May 9,Sci Rep,Forrest MESaiakhova ABeard LBuchner DAScacheri PCLaFramboise TMarkowitz SKhalil AM,Khalil AM,Colon Cancer-Upregulated Long Non-Coding RNA lincDUSP Regulates Cell Cycle Genes and Potentiates Resistance to Apoptosis.,8,1,7324,English,101563288,NA,2045-2322,Journal Article,PubMed - in process,epublish,2974362110.1038/s41598-018-25530-510.1038/s41598-018-25530-5PMC59433532974362129743621pmc-id: PMC5943353;,10.1038/s41598-018-25530-5,2018/01/11 00:002018/04/24 00:002018/05/11 06:002018/05/11 06:002018/05/11 06:00,NA,1,1,Scientific reports,doi: 10.1038/s41598-018-25530-5,2018 May 9;8(1):7324
GSE100829,GSE100829_N2_HPL2_J2IP_DESeqResults.xlsx,29760282,2018 Aug 1,2018 Jul 16,Mol Cell Biol,Saldi TKGonzales PGarrido-Lecca ADostal VRoberts CMPetrucelli LLink CD,Link CD,The Caenorhabditis elegans Ortholog of TDP-43 Regulates the Chromatin Localization of the Heterochromatin Protein 1 Homolog HPL-2.,38,15,NA,English,8109087,0270-7306,1098-5549,Journal Article,PubMed - indexed for MEDLINE,epublish+ppublish,29760282MCB.00668-1710.1128/MCB.00668-17PMC60483182976028229760282pmc-id: PMC6048318;,10.1128/MCB.00668-17,2017/12/29 00:002018/05/01 00:002018/05/16 06:002019/06/18 06:002018/05/16 06:00,NA,1,2,Molecular and cellular biology,pii: e00668-17. doi: 10.1128/MCB.00668-17,2018 Aug 1;38(15)
GSE100954,GSE100954_WTvs3aKO_gene_exp.diff.gz,30001199,2018 Jul 12,2018 Jul 12,Genome Biol,Gu TLin XCullen SMLuo MJeong MEstecio MShen JHardikar SSun DSu JRux DGuzman ALee MQi LSChen JJKyba MHuang YChen TLi WGoodell MA,Goodell MA,DNMT3A and TET1 cooperate to regulate promoter epigenetic landscapes in mouse embryonic stem cells.,19,1,88,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,3000119910.1186/s13059-018-1464-710.1186/s13059-018-1464-7PMC60424043000119930001199pmc-id: PMC6042404;,10.1186/s13059-018-1464-7,2018/04/16 00:002018/06/15 00:002018/07/13 06:002018/07/13 06:002018/10/31 06:00,NA,1,11,Genome biology,doi: 10.1186/s13059-018-1464-7,2018 Jul 12;19(1):88
GSE100954,GSE100954_WTvsDKO13_gene_exp.diff.gz,30001199,2018 Jul 12,2018 Jul 12,Genome Biol,Gu TLin XCullen SMLuo MJeong MEstecio MShen JHardikar SSun DSu JRux DGuzman ALee MQi LSChen JJKyba MHuang YChen TLi WGoodell MA,Goodell MA,DNMT3A and TET1 cooperate to regulate promoter epigenetic landscapes in mouse embryonic stem cells.,19,1,88,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,3000119910.1186/s13059-018-1464-710.1186/s13059-018-1464-7PMC60424043000119930001199pmc-id: PMC6042404;,10.1186/s13059-018-1464-7,2018/04/16 00:002018/06/15 00:002018/07/13 06:002018/07/13 06:002018/10/31 06:00,NA,1,11,Genome biology,doi: 10.1186/s13059-018-1464-7,2018 Jul 12;19(1):88
GSE100954,GSE100954_WTvsTet1KO_gene_exp.diff.gz,30001199,2018 Jul 12,2018 Jul 12,Genome Biol,Gu TLin XCullen SMLuo MJeong MEstecio MShen JHardikar SSun DSu JRux DGuzman ALee MQi LSChen JJKyba MHuang YChen TLi WGoodell MA,Goodell MA,DNMT3A and TET1 cooperate to regulate promoter epigenetic landscapes in mouse embryonic stem cells.,19,1,88,English,100960660,1474-7596,1474-760X,Journal Article,PubMed - indexed for MEDLINE,epublish,3000119910.1186/s13059-018-1464-710.1186/s13059-018-1464-7PMC60424043000119930001199pmc-id: PMC6042404;,10.1186/s13059-018-1464-7,2018/04/16 00:002018/06/15 00:002018/07/13 06:002018/07/13 06:002018/10/31 06:00,NA,1,11,Genome biology,doi: 10.1186/s13059-018-1464-7,2018 Jul 12;19(1):88
GSE108347,GSE108347_gene_exp.diff.gz,29764937,2018 Jun 29,2018 May 15,J Biol Chem,Murthy TBluemn TGupta AKReimer M JrRao SPillai MMMinella AC,Minella AC,Cyclin-dependent kinase 1 (CDK1) and CDK2 have opposing roles in regulating interactions of splicing factor 3B1 with chromatin.,293,26,10220-10234,English,2985121R,0021-9258,1083-351X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29764937RA118.00165410.1074/jbc.RA118.001654PMC60289712976493729764937pmc-id: PMC6028971;,10.1074/jbc.RA118.001654,2018/01/02 00:002018/05/11 00:002018/05/17 06:002019/01/18 06:002018/05/17 06:00,NA,1,2,The Journal of biological chemistry,doi: 10.1074/jbc.RA118.001654,2018 Jun 29;293(26):10220-10234
GSE114346,GSE114346_LEH_differential_expression_analysis_table.csv.gz,29915024,2018 Jul 2,2018 Jun 18,J Exp Med,Shin BKress RLKramer PADarley-Usmar VMBellis SLHarrington LE,Harrington LE,Effector CD4 T cells with progenitor potential mediate chronic intestinal inflammation.,215,7,1803-1812,English,2985109R,0022-1007,1540-9538,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29915024jem.2017233510.1084/jem.20172335PMC60285162991502429915024pmc-id: PMC6028516;,10.1084/jem.20172335,2017/12/21 00:002018/04/04 00:002018/05/18 00:002018/06/20 06:002019/06/25 06:002018/06/20 06:00,NA,1,0,The Journal of experimental medicine,doi: 10.1084/jem.20172335,2018 Jul 2;215(7):1803-1812
GSE113053,GSE113053_deseq.HSC.bfx338.xls.gz-sheet-all_genes,29754961,2018 Jun 5,2018 May 10,Stem Cell Reports,Singh RPGrinenko TRamasz BFranke KLesche MDahl AGassmann MChavakis THenry IWielockx B,Wielockx B,Hematopoietic Stem Cells but Not Multipotent Progenitors Drive Erythropoiesis during Chronic Erythroid Stress in EPO Transgenic Mice.,10,6,1908-1919,English,101611300,NA,2213-6711,Journal Article,PubMed - in process,ppublish+epublish,29754961S2213-6711(18)30180-210.1016/j.stemcr.2018.04.012PMC59898152975496129754961pmc-id: PMC5989815;,10.1016/j.stemcr.2018.04.012,2017/11/08 00:002018/04/13 00:002018/04/16 00:002018/05/15 06:002018/05/15 06:002018/05/15 06:00,NA,1,2,Stem cell reports,doi: 10.1016/j.stemcr.2018.04.012,2018 Jun 5;10(6):1908-1919
GSE113053,GSE113053_deseq.MPP.bfx312.xls.gz-sheet-all_genes,29754961,2018 Jun 5,2018 May 10,Stem Cell Reports,Singh RPGrinenko TRamasz BFranke KLesche MDahl AGassmann MChavakis THenry IWielockx B,Wielockx B,Hematopoietic Stem Cells but Not Multipotent Progenitors Drive Erythropoiesis during Chronic Erythroid Stress in EPO Transgenic Mice.,10,6,1908-1919,English,101611300,NA,2213-6711,Journal Article,PubMed - in process,ppublish+epublish,29754961S2213-6711(18)30180-210.1016/j.stemcr.2018.04.012PMC59898152975496129754961pmc-id: PMC5989815;,10.1016/j.stemcr.2018.04.012,2017/11/08 00:002018/04/13 00:002018/04/16 00:002018/05/15 06:002018/05/15 06:002018/05/15 06:00,NA,1,2,Stem cell reports,doi: 10.1016/j.stemcr.2018.04.012,2018 Jun 5;10(6):1908-1919
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19hi TRC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19lo TRC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Cxcl9+ TRC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S3_MRC.xlsx,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S4_PvC.xlsx,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S5_CD34+_SC.xlsx,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S6_Inmt+_SC.xlsx,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ SC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ Inmt+ SC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ TRC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ CD34+ SC,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE112903,GSE112903_Table_S8_FDC.xlsx,29752062,2018 May 15,2018 May 8,Immunity,Rodda LBLu EBennett MLSokol CLWang XLuther SABarres BALuster ADYe CJCyster JG,Cyster JG,Single-Cell RNA Sequencing of Lymph Node Stromal Cells Reveals Niche-Associated Heterogeneity.,48,5,1014-1028.e6,English,9432918,1074-7613,1097-4180,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,29752062S1074-7613(18)30143-210.1016/j.immuni.2018.04.006PMC5971117NIHMS9581532975206229752062pmc-id: PMC5971117;manuscript-id: NIHMS958153;,10.1016/j.immuni.2018.04.006,2017/08/25 00:002017/11/23 00:002018/04/02 00:002018/05/13 06:002019/01/29 06:002018/05/13 06:00,NA,1,23,Immunity,doi: 10.1016/j.immuni.2018.04.006,2018 May 15;48(5):1014-1028.e6
GSE103742,GSE103742_CUFFDIFF_PLZF_SFD.txt.gz,29670241,2018 May,2018 Apr 18,Nat Immunol,Kohlgruber ACGal-Oz STLaMarche NMShimazaki MDuquette DKoay HFNguyen HNMina AIParas TTavakkoli Avon Andrian UUldrich APGodfrey DIBanks ASShay TBrenner MBLynch L,Lynch L,γδ T cells producing interleukin-17A regulate adipose regulatory T cell homeostasis and thermogenesis.,19,5,464-474,English,100941354,1529-2908,1529-2916,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2967024110.1038/s41590-018-0094-210.1038/s41590-018-0094-22967024129670241,10.1038/s41590-018-0094-2,2017/08/14 00:002018/03/16 00:002018/04/20 06:002018/04/20 06:002019/04/23 06:00,Nat Immunol. 2018 May;19(5):427-429. PMID: 29670236Nat Rev Immunol. 2018 Jun;18(6):359. PMID: 29725118Nat Immunol. 2019 Mar;20(3):373. PMID: 30728493,1,22,Nature immunology,doi: 10.1038/s41590-018-0094-2,2018 May;19(5):464-474
GSE100421,GSE100421_E8.5vsE10.5_Cuffdiff_gene_exp.xlsx,29745900,2018 May 10,2018 May 10,Elife,Chau KFShannon MLFame RMFonseca EMullan HJohnson MBSendamarai AKSpringel MWLaurent BLehtinen MK,Lehtinen MK,Downregulation of ribosome biogenesis during early forebrain development.,7,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2974590010.7554/eLife.3699836998PMC59840362974590029745900pmc-id: PMC5984036;,10.7554/eLife.36998,2018/03/28 00:002018/05/09 00:002018/05/11 06:002019/05/16 06:002018/05/11 06:00,NA,1,2,eLife,pii: e36998. doi: 10.7554/eLife.36998,2018 May 10;7
GSE100421,GSE100421_WTvsOE_Cuffdiff_gene_exp.xlsx,29745900,2018 May 10,2018 May 10,Elife,Chau KFShannon MLFame RMFonseca EMullan HJohnson MBSendamarai AKSpringel MWLaurent BLehtinen MK,Lehtinen MK,Downregulation of ribosome biogenesis during early forebrain development.,7,NA,NA,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2974590010.7554/eLife.3699836998PMC59840362974590029745900pmc-id: PMC5984036;,10.7554/eLife.36998,2018/03/28 00:002018/05/09 00:002018/05/11 06:002019/05/16 06:002018/05/11 06:00,NA,1,2,eLife,pii: e36998. doi: 10.7554/eLife.36998,2018 May 10;7
GSE109322,GSE109322_gene_exp.diff.gz,29515027,2018 Mar 8,2018 Mar 8,JCI Insight,Liu RMerola JManes TDQin LTietjen GTLópez-Giráldez FBroecker VFang CXie CChen PMKirkiles-Smith NCJane-Wit DPober JS,Pober JS,"Interferon-γ converts human microvascular pericytes into negative regulators of alloimmunity through induction of indoleamine 2,3-dioxygenase 1.",3,5,NA,English,101676073,NA,2379-3708,Journal Article,PubMed - in process,epublish,295150279788110.1172/jci.insight.97881PMC59222862951502729515027pmc-id: PMC5922286;,10.1172/jci.insight.97881,2017/10/04 00:002018/01/25 00:002018/03/09 06:002018/03/09 06:002018/03/09 06:00,NA,1,1,JCI insight,pii: 97881. doi: 10.1172/jci.insight.97881,2018 Mar 8;3(5)
GSE107133,GSE107133_20141113_Rodriguez_Maize_MACE.txt.gz-set-0,29740463,2018,2018 Apr 23,Front Plant Sci,Rodriguez VMPadilla GMalvar RAKallenbach MSantiago RButrón A,Butrón A,Maize Stem Response to Long-Term Attack by <i>Sesamia nonagrioides</i>.,9,NA,522,English,101568200,NA,1664-462X,Journal Article,PubMed,NA,2974046310.3389/fpls.2018.00522PMC59259692974046329740463pmc-id: PMC5925969;,10.3389/fpls.2018.00522,2017/11/30 00:002018/04/04 00:002018/05/10 06:002018/05/10 06:002018/05/10 06:01,NA,1,1,Frontiers in plant science,doi: 10.3389/fpls.2018.00522,2018;9:522
GSE107133,GSE107133_20141113_Rodriguez_Maize_MACE.txt.gz-set-1,29740463,2018,2018 Apr 23,Front Plant Sci,Rodriguez VMPadilla GMalvar RAKallenbach MSantiago RButrón A,Butrón A,Maize Stem Response to Long-Term Attack by <i>Sesamia nonagrioides</i>.,9,NA,522,English,101568200,NA,1664-462X,Journal Article,PubMed,NA,2974046310.3389/fpls.2018.00522PMC59259692974046329740463pmc-id: PMC5925969;,10.3389/fpls.2018.00522,2017/11/30 00:002018/04/04 00:002018/05/10 06:002018/05/10 06:002018/05/10 06:01,NA,1,1,Frontiers in plant science,doi: 10.3389/fpls.2018.00522,2018;9:522
GSE99598,GSE99598_hp_rna.csv.gz,29700302,2018 Apr 26,2018 Apr 26,Nat Commun,Lorentsen KJCho JJLuo XZuniga ANUrban JF JrZhou LGharaibeh RJobin CKladde MPAvram D,Avram D,Bcl11b is essential for licensing Th2 differentiation during helminth infection and allergic asthma.,9,1,1679,English,101528555,NA,2041-1723,Journal Article,PubMed - indexed for MEDLINE,epublish,2970030210.1038/s41467-018-04111-010.1038/s41467-018-04111-0PMC59200862970030229700302pmc-id: PMC5920086;,10.1038/s41467-018-04111-0,2017/06/23 00:002018/04/03 00:002018/04/28 06:002018/04/28 06:002018/11/27 06:00,Nat Commun. 2018 Jul 19;9(1):2901. PMID: 30026604,1,1,Nature communications,doi: 10.1038/s41467-018-04111-0,2018 Apr 26;9(1):1679
