Accession,Supplementary file name,True nulls proportion,histclus,code,type,Type,comment
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.93,#440154FF,NA,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,0.93,#440154FF,NA,NA,NA,NA
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE89168,GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE89238,GSE89238_SET2_KO_DESeq2_output.txt.gz,0.63,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE89364,GSE89364_mav_RNASeq_exp_deqiangs.xlsx,1.00,#2A788EFF,NA,NA,NA,NA
GSE89572,GSE89572_24h_DEGs.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE89572,GSE89572_2h_DEGs.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE89572,GSE89572_7d_DEGs.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE89773,GSE89773_combined_expression_table.txt.gz,0.41,#22A884FF,NA,NA,NA,NA
GSE89773,GSE89773_combined_expression_table.txt.gz,0.50,#22A884FF,NA,NA,NA,NA
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Pre-MI,0.68,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Sfrp2_12dP-MI,0.97,#440154FF,0,0,uniform,No false H0-s can be detected
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Vehicle_12dP-MI,1.00,#440154FF,0,0,uniform,No false H0-s can be detected
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_v Vehicle_12dP-MI,1.00,#440154FF,3,4,other,Test assumptions violated? Adjusted P values?
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_vs_Pre-MI,0.43,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Vehicle_12dP-MI_vs_Pre-MI,0.48,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,0.60,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90876,GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90889,GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,0.69,#440154FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Rb_24v36.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Rb_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Rb_36v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_24.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_RbvRv_Global.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Rv_24v36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Rv_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Rv_36v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Sb_24v36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Sb_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Sb_36v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_24.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SbvSv_Global.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Sv_24v36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Sv_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_Sv_36v48.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_24.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Gene_SvvRv_Global.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_24v36.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Rb_36v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_24.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_RbvRv_Global.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_24v36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Rv_36v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_24v36.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Sb_36v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_24.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SbvSv_Global.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_24v36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_24v48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_Sv_36v48.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_24.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_36.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_48.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90974,GSE90974_Cuffdiff_Transcript_SvvRv_Global.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-120 dpi,0.54,#22A884FF,NA,NA,NA,NA
GSE90977,GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz-sheet-180 dpi,0.82,#440154FF,NA,NA,NA,NA
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,0.98,#440154FF,NA,NA,NA,NA
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,0.98,#440154FF,NA,NA,NA,NA
GSE91060,GSE91060_E11_vs._E16.xls.gz,0.87,#440154FF,NA,NA,NA,NA
GSE91060,GSE91060_E11_vs._P1.xlsx,0.82,#440154FF,NA,NA,NA,NA
GSE91060,GSE91060_E16_vs._P1.xlsx,0.95,#2A788EFF,NA,NA,NA,NA
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE91075,GSE91075_gene_exp_WT2_KO2.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE92246,GSE92246_gene_exp.diff.gz,0.98,#440154FF,NA,NA,NA,NA
GSE92345,GSE92345_H9_I_pqvalues.poisson.txt.gz,1.00,#414487FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE92345,GSE92345_H9_P_pqvalues.poisson.txt.gz,0.98,#2A788EFF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,1.00,#414487FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE92345,GSE92345_HEK_P_pqvalues.poisson.txt.gz,0.96,#2A788EFF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE92506,GSE92506_DEseq2_wholeTable.txt.gz,0.64,#22A884FF,NA,NA,NA,NA
GSE92874,GSE92874_RNA.txt.gz,0.97,#2A788EFF,NA,NA,NA,NA
GSE92989,GSE92989_Drought_2_days.txt.gz,0.83,#414487FF,NA,NA,NA,NA
GSE92989,GSE92989_Drought_3_days.txt.gz,0.98,#414487FF,NA,NA,NA,NA
GSE93021,GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP,1.00,#414487FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE93021,GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-DSP-TP_VS_LL-YY,1.00,#414487FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE93021,GSE93021_DSP-TP_LL-YY_FPKM.xlsx-sheet-LL-YY,1.00,#414487FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE93206,GSE93206_Processed_data_files.xlsx,0.99,#440154FF,NA,NA,NA,NA
GSE93206,GSE93206_Processed_data_files.xlsx,1.00,#2A788EFF,NA,NA,NA,NA
GSE93280,GSE93280_gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE93280,GSE93280_isoform_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE93313,GSE93313_DESeq_2Dvs3D.txt.gz,0.77,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE93313,GSE93313_DESeq_2DvsTranswell.txt.gz,0.67,#22A884FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE93313,GSE93313_DESeq_3DvsTranswell.txt.gz,0.79,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE93339,GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,0.51,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE93620,GSE93620_gene_exp.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,0.30,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE93748,GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,1.00,#440154FF,36,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,0.61,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,0.51,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE93866,GSE93866_IDOE_GENE_EXPRESSION.xlsx,0.98,#2A788EFF,NA,NA,NA,NA
GSE93870,GSE93870_processed_file.xlsx-sheet-293FT_ZIKV.Vs.293FT_Control.DES,1.00,#2A788EFF,36,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE93870,GSE93870_processed_file.xlsx-sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana,1.00,#2A788EFF,36,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE93870,GSE93870_processed_file.xlsx-sheet-CHME_ZIKV.Vs.CHME_Control.DESeq,1.00,#2A788EFF,36,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE93870,GSE93870_processed_file.xlsx-sheet-THP1_ZIKV.Vs.THP1_Control.DESeq,0.99,#440154FF,6,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE93870,GSE93870_processed_file.xlsx-sheet-ZIKV.Vs.Control.DESeq_Analysis_,1.00,#440154FF,6,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE93877,GSE93877_NB4_RNASeq_ATRA.txt.gz,0.84,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,0.95,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE94120,GSE94120_K562pos_rel_abundance_1x1.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94120,GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94120,GSE94120_U2OS-PcTF_rel_abundance_1x3.txt.gz,0.88,#440154FF,NA,NA,NA,NA
GSE94120,GSE94120_U2OSpos_rel_abundance_1x1.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94280,GSE94280_DESeq2_results_Y_vs_O.txt.gz,0.61,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE94587,GSE94587_DESEQ_Female_WT_vs_Female_del.txt.gz,0.85,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE94587,GSE94587_DESEQ_Male_WT_vs_Female_WT.txt.gz,0.76,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE94587,GSE94587_DESEQ_Male_WT_vs_Male_del.txt.gz,0.83,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_genes_diff.tsv.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_Flut_PPC_genes_diff.tsv.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94783,GSE94783_rnaseq_process_cuffdiff_global_DMSO_PPC_genes_diff.tsv.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_4hpi.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_8hpi.txt.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94840,GSE94840_Alox5_vs_Control.all.gene.result.txt.gz,1.00,#440154FF,123,2,conservative,Identical comparisons? Adjusted p values?
GSE94843,GSE94843_cuffdiff_mock_vs_lox.txt.gz,0.96,#414487FF,NA,NA,NA,NA
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,0.98,#414487FF,NA,NA,NA,NA
GSE94967,GSE94967_cds_exp.diff_A_B_CDS.diff.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE94967,GSE94967_gene_exp.diff_A_B_GENE.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94967,GSE94967_isoform_exp.diff_A_B_ISOFORM.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE94967,GSE94967_tss_group_exp.diff_A_B_TSS.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE95108,GSE95108_DEtest_wo_wt1.xlsx-sheet-DEtest,0.76,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE95181,GSE95181_HNS_counts_and_DGE.txt.gz,0.99,#440154FF,12,2,conservative,Identical comparisons? Adjusted p values?
GSE95234,GSE95234_IPInputFPKM.xlsx,0.97,#414487FF,NA,NA,NA,NA
GSE95234,GSE95234_NotInfectedInfectedFPKM.xlsx,0.95,#440154FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE95234,GSE95234_NotInfectedInfectedFPKM.xlsx,0.96,#440154FF,2,2,conservative,Identical comparisons? Adjusted p values?
GSE95337,GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,0.56,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE95481,GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,0.98,#414487FF,NA,NA,NA,NA
GSE95481,GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz,0.98,#414487FF,NA,NA,NA,NA
GSE95679,GSE95679_Mishima_2017_Dcp2.txt.gz,0.96,#2A788EFF,NA,NA,NA,NA
GSE95687,GSE95687_sleuthResults.txt.gz,0.71,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE95850,GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz,1.00,#440154FF,NA,NA,NA,NA
GSE96626,GSE96626_DE_TrtVsVeh.xlsx,0.89,#440154FF,1,1,anti-conservative,Pi0 can be calculated
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,0.25,#7AD151FF,NA,NA,NA,NA
GSE96999,GSE96999_DESeq2_nextseq_output.txt.gz,0.41,#22A884FF,NA,NA,NA,NA
GSE97060,GSE97060_122KOMouse_SleuthOutput.txt.gz,0.46,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE97129,GSE97129_Can_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.83,#440154FF,NA,NA,NA,NA
GSE97129,GSE97129_CG9879_vs_WT_CuffDiff_Output_BDGP5.txt.gz,1.00,#2A788EFF,NA,NA,NA,NA
GSE97129,GSE97129_Comr_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.83,#440154FF,NA,NA,NA,NA
GSE97129,GSE97129_Mip40_vs_WT_CuffDiff_Output_BDGP5.txt.gz,0.82,#440154FF,NA,NA,NA,NA
GSE97256,GSE97256_Y1differentialGenes.tab.gz,1.00,#414487FF,NA,NA,NA,NA
GSE97258,GSE97258_differential_expression.xls.gz-sheet-Sheet1,0.95,#440154FF,NA,NA,NA,NA
GSE97395,GSE97395_Treat_vs_control_diff.txt.gz,0.90,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE97421,GSE97421_GFP_RFP.txt.gz,0.57,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE97421,GSE97421_GFP_Whole.txt.gz,0.34,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PM vs WT,1.00,#2A788EFF,NA,NA,NA,NA
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs PM,1.00,#2A788EFF,NA,NA,NA,NA
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs WT,1.00,#2A788EFF,NA,NA,NA,NA
GSE98387,GSE98387_gene_exp.txt.gz,1.00,#440154FF,23,2,conservative,Identical comparisons? Adjusted p values?
GSE98541,GSE98541_RPE1_diff_expression_WT_SAFA.xlsx,1.00,#414487FF,NA,NA,NA,NA
GSE98650,GSE98650_mb1_hdac3_cuffdiff_out.txt.gz,0.99,#2A788EFF,NA,NA,NA,NA
GSE98739,GSE98739_Q111SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,0.92,#440154FF,NA,NA,NA,NA
GSE98739,GSE98739_Q7SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,0.80,#440154FF,NA,NA,NA,NA
GSE98739,GSE98739_Q7SST_vs_Q111SST_DEGs_with_fpkm.diff.gz,0.82,#440154FF,NA,NA,NA,NA
GSE98759,GSE98759_gene_exp.txt.gz,1.00,#440154FF,23,2,conservative,Identical comparisons? Adjusted p values?
GSE98869,GSE98869_diffexp.tsv.gz,0.78,#440154FF,NA,NA,NA,NA
GSE98875,GSE98875_Diff.summary.xlsx-sheet-all_genes,1.00,#2A788EFF,NA,NA,NA,NA
GSE99347,GSE99347_H2AfZKO_WT.anno.txt.gz,0.79,#440154FF,16,3,spiky,Many identical values in the dataset? (low counts resulting in discrete distributions)
GSE99397,GSE99397_CreNeg-MHCPos_vs_Control.CuffDiff.gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE99397,GSE99397_CreNeg-MHCPos_vs_CrePos-MHCNeg.CuffDiff.gene_exp.diff.gz,1.00,#414487FF,NA,NA,NA,NA
GSE99397,GSE99397_CrePos-MHCNeg_vs_Control.CuffDiff.gene_exp.diff.gz,0.99,#414487FF,NA,NA,NA,NA
GSE99944,GSE99944_Digo_expression_SD-T50nM_SD-Ctrl.csv.gz,0.48,#22A884FF,1,1,anti-conservative,Pi0 can be calculated
