Accession,suppdata_id,Type,pi0,Type_after_filter,pi0_after_filter
GSE74886,GSE74886_processedFPKMS.xlsx,bimodal,NA,NA,NA
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,bimodal,NA,NA,NA
GSE87240,GSE87240_hep_gene_exphep.diff.gz,conservative,NA,NA,NA
GSE76453,GSE76453_cuffdiff_E2.diff.gz,conservative,NA,NA,NA
GSE75247,GSE75247_processed_data.txt.gz-set-0,spiky,NA,NA,NA
GSE75247,GSE75247_processed_data.txt.gz-set-1,spiky,NA,NA,NA
GSE77862,GSE77862_nhay_-_Alb-Cre.xlsx,conservative,NA,NA,NA
GSE53599,GSE53599_D5-1322_vs_RLuc-713_24hrs.txt.gz,conservative,NA,NA,NA
GSE36695,GSE36695_H9SFM_hfSFM.txt.gz,conservative,NA,NA,NA
GSE123277,GSE123277_Control_vs_Deferasirox_Treated.diff.gz,conservative,NA,NA,NA
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs DOX,bimodal,NA,NA,NA
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs E14,bimodal,NA,NA,NA
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs NLS,conservative,NA,NA,NA
GSE109111,GSE109111_WT_KD_DESeq_analysis_Result_Table.txt.gz,bimodal,NA,anti-conservative,0.7149830574263271
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_sfs.txt.gz,conservative,NA,NA,NA
GSE100092,GSE100092_promoters.diff.gz,conservative,NA,NA,NA
GSE104560,GSE104560_Emerin_null_differentiation_day_2_to_3_transition.diff.gz,other,NA,NA,NA
GSE92345,GSE92345_H9_P_pqvalues.poisson.txt.gz,bimodal,NA,NA,NA
GSE83887,GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz,bimodal,NA,NA,NA
GSE76453,GSE76453_cuffdiff_siCtl.diff.gz,conservative,NA,NA,NA
GSE80135,GSE80135_Lipo_siProx_sig_results.csv.gz,spiky,NA,anti-conservative,0.733511814257322
GSE53599,GSE53599_D5-1322_vs_RLuc-713_48hrs.txt.gz,conservative,NA,NA,NA
GSE116476,GSE116476_gene_expression_level.xlsx-sheet-sevgal4uasgfp vs sevgal4wrnai,conservative,NA,NA,NA
GSE116476,GSE116476_gene_expression_level.xlsx-sheet-sevgal4EP3037 vs sevgal4GFP,conservative,NA,NA,NA
GSE109111,GSE109111_WT_NTC_DESeq_analysis_Result_Table.txt.gz,conservative,NA,other,NA
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_vics.txt.gz,conservative,NA,NA,NA
GSE111221,GSE111221_BBCdiffGE.txt.gz,bimodal,NA,NA,NA
GSE100092,GSE100092_splicing.diff.gz,conservative,NA,NA,NA
GSE95056,GSE95056_Cortex_cds_exp_diff.txt.gz,conservative,NA,NA,NA
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,conservative,NA,NA,NA
GSE83887,GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz,bimodal,NA,NA,NA
GSE76453,GSE76453_cuffdiff_siZNF143.diff.gz,conservative,NA,NA,NA
GSE80135,GSE80135_siNeg_Lipo_results.csv.gz,spiky,NA,anti-conservative,0.7659815345842725
GSE77793,GSE77793_gene_exp_diff_fc_hepatocytes_DMSO_GL_TamerSallam_122012.txt.gz,conservative,NA,NA,NA
GSE53599,GSE53599_D5-2086_vs_RLuc-713_24hrs.txt.gz,conservative,NA,NA,NA
GSE118371,GSE118371_gene_exp_ColxCol_endosperm_ColxCvi_endosperm.txt.gz,bimodal,NA,NA,NA
GSE108451,GSE108451_metaseqr_dare_wt_sfs.txt.gz,conservative,NA,NA,NA
GSE100092,GSE100092_tss_group_exp.diff.gz,conservative,NA,NA,NA
GSE106467,GSE106467_Isl-m1-Treg_vs_Spl-mR.gene_exp.csv.gz,conservative,NA,NA,NA
GSE97792,GSE97792_W5_panW5.txt.gz,bimodal,NA,NA,NA
GSE95056,GSE95056_Hippo_cds_exp_diff.txt.gz,conservative,NA,NA,NA
GSE90921,GSE90921_deseq_res.txt.gz,bimodal,NA,anti-conservative,0.9740429363589018
GSE92989,GSE92989_Drought_2_days.txt.gz,conservative,NA,NA,NA
GSE92345,GSE92345_HEK_P_pqvalues.poisson.txt.gz,bimodal,NA,NA,NA
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,bimodal,NA,NA,NA
GSE76453,GSE76453_cuffdiff_veh.diff.gz,conservative,NA,NA,NA
GSE80135,GSE80135_siNeg_siProx_SC_results.csv.gz,spiky,NA,anti-conservative,0.7821738493775124
GSE64080,GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults-set-0,bimodal,NA,NA,NA
GSE64080,GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults-set-1,bimodal,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M arr VS con,conservative,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M tra VS arr,conservative,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M tra VS con,other,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC arr VS con,conservative,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC tra VS arr,conservative,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC tra VS con,conservative,NA,NA,NA
GSE73077,GSE73077_fpkm_gene_exp.diff.gz,conservative,NA,NA,NA
GSE63889,GSE63889_Diff_0U_120U_gene_exp.diff.gz,conservative,NA,NA,NA
GSE53599,GSE53599_D5-2086_vs_RLuc-713_48hrs.txt.gz,conservative,NA,NA,NA
GSE118371,GSE118371_gene_exp_ColxCol_hdg3Col.txt.gz,conservative,NA,NA,NA
GSE108451,GSE108451_metaseqr_dare_wt_vics.txt.gz,conservative,NA,NA,NA
GSE104560,GSE104560_Emerin_null_differentiaton_day_3_to_4_transition.diff.gz,other,NA,NA,NA
GSE92989,GSE92989_Drought_3_days.txt.gz,conservative,NA,NA,NA
GSE95181,GSE95181_HNS_counts_and_DGE.txt.gz,bimodal,NA,NA,NA
GSE81055,GSE81055_gene_exp.diff.gz,conservative,NA,NA,NA
GSE79822,GSE79822_Deseq_totalRNA.txt.gz,bimodal,NA,anti-conservative,0.4606077437736713
GSE63889,GSE63889_Diff_120U_120C_gene_exp.diff.gz,conservative,NA,NA,NA
GSE53653,GSE53653_st10.5_Foxh1_MO_gene_exp_diff.txt.gz,conservative,NA,NA,NA
GSE33265,GSE33265_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE115554,GSE115554_RNAseq_Genediff_pilot.xlsx,bimodal,NA,NA,NA
GSE103531,GSE103531_summary_lad1.csv.gz,spiky,NA,anti-conservative,0.7776774792243972
GSE104560,GSE104560_Emerin_null_proliferation_to_day_0_differentiation_transition.diff.gz,other,NA,NA,NA
GSE92651,GSE92651_DMS114_Control_DMS114_Resistant_3uM_BGJ_differential_gene_exp.diff.gz,conservative,NA,NA,NA
GSE98875,GSE98875_Diff.summary.xlsx-sheet-all_genes,conservative,NA,NA,NA
GSE81055,GSE81055_gene_exp.diff_bias.txt.gz,conservative,NA,NA,NA
GSE77229,GSE77229_gene_exp.diff.gz,conservative,NA,NA,NA
GSE86837,GSE86837_gene_exp.diff.gz,conservative,NA,NA,NA
GSE81114,GSE81114_gene_exp.diff.gz,conservative,NA,NA,NA
GSE71159,GSE71159_E3KO_vs_EfCtrl_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,conservative,NA,NA,NA
GSE64185,GSE64185_gene_exp.diff.gz,conservative,NA,NA,NA
GSE53653,GSE53653_st10.5_SB431542_gene_exp_diff.txt.gz,conservative,NA,NA,NA
GSE52551,GSE52551_delta_Rv3263_expr.txt.gz,other,NA,NA,NA
GSE33265,GSE33265_isoform_exp.diff.gz,bimodal,NA,NA,NA
GSE115554,GSE115554_RNAseq_Isoformsdiff_pilot.xlsx,conservative,NA,NA,NA
GSE117032,GSE117032_H33BKI_WT_ESC_vs_NPC_gene_exp_diff.txt.gz,bimodal,NA,NA,NA
GSE106467,GSE106467_Spl-4R_vs_Spl-mR.gene_exp.csv.gz,conservative,NA,NA,NA
GSE104290,GSE104290_gene_exp.diff.gz,conservative,NA,NA,NA
GSE92651,GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,conservative,NA,NA,NA
GSE71159,GSE71159_ECtrl_vs_E3KO_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE74381,GSE74381_gene_exp_control2vsZeb2cKO2diff.xlsx,bimodal,NA,NA,NA
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,conservative,NA,NA,NA
GSE79758,GSE79758_gene_exp.diff.gz,conservative,NA,NA,NA
GSE60756,GSE60756_Richards_092013_B6_vs_Cast_DESeq_Stats-NormSignal_Annotated.txt.gz,uniform,NA,spiky,NA
GSE63794,GSE63794_gene_exp.diff.gz,conservative,NA,NA,NA
GSE52284,GSE52284_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE117032,GSE117032_H33BKI_WT_NPC_vs_FIDC4_NPC_gene_exp_diff.txt.gz,bimodal,NA,NA,NA
GSE90925,GSE90925_gene_exp.diff.gz,conservative,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,conservative,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,conservative,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,conservative,NA,NA,NA
GSE92246,GSE92246_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE71159,GSE71159_ECtrl_vs_EfCtrl_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE77351,GSE77351_Farshchian.txt.gz,spiky,NA,anti-conservative,0.8850206844020801
GSE80068,GSE80068_col_h2h9_gene_exp.diff.gz,conservative,NA,NA,NA
GSE79416,GSE79416_new-lncRNA_transcript_output.xls.gz,bimodal,NA,NA,NA
GSE76627,GSE76627_CNBP-cuffdif.xlsx.gz,conservative,NA,NA,NA
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_C_compared_to_siRbfox1_3+EGFP.txt.gz,other,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D0.txt.gz,bimodal,NA,NA,NA
GSE65408,GSE65408_processed_data_file.csv.gz,conservative,NA,NA,NA
GSE40548,GSE40548_gene_exp.diff.gz,conservative,NA,NA,NA
GSE38414,GSE38414_Maize_Silks_mRNA-Seq_gene_exp.diff.gz,conservative,NA,NA,NA
GSE117032,GSE117032_H33BKI_WT_NPC_vs_FIDD8_NPC_gene_exp_diff.txt.gz,bimodal,NA,NA,NA
GSE110073,GSE110073_DESeq_Trub_CO_vs_CBS.csv.gz,bimodal,NA,bimodal,NA
GSE103999,GSE103999_mStromal_WTvHet_gene_exp.diff.gz,conservative,NA,NA,NA
GSE100075,GSE100075_cuffdiff_MCF7_gene_exp.txt.gz,bimodal,NA,NA,NA
GSE78527,GSE78527_siSNRNP40_siControl_processed.txt.gz,conservative,NA,NA,NA
GSE80068,GSE80068_col_nrpe1_gene_exp.diff.gz,conservative,NA,NA,NA
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_N_compared_to_siRbfox1_3+EGFP.txt.gz,other,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D6.txt.gz,bimodal,NA,NA,NA
GSE55394,GSE55394_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE114652,GSE114652_trim9_sham_stroke.txt.gz,other,NA,anti-conservative,0.9950724813787507
GSE110073,GSE110073_DESeq_hg19_CO_vs_H.csv.gz,bimodal,NA,anti-conservative,0.906336517861834
GSE117229,GSE117229_Galaxy247-_Cuffdiff_on_data_212__data_203__and_others_gene_differential_expression_testing_.txt.gz,bimodal,NA,NA,NA
GSE112649,GSE112649_TAC_tree_RNAseq_processed_data_CLC_DEG_output.txt.gz-set-0,other,NA,NA,NA
GSE112649,GSE112649_TAC_tree_RNAseq_processed_data_CLC_DEG_output.txt.gz-set-1,conservative,NA,NA,NA
GSE108844,GSE108844_4comparisons_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE100075,GSE100075_cuffdiff_SUM44_gene_exp.txt.gz,bimodal,NA,NA,NA
GSE94814,GSE94814_cortex.txt.gz,bimodal,NA,NA,NA
GSE91060,GSE91060_E11_vs._E16.xls.gz,bimodal,NA,NA,NA
GSE67787,GSE67787_con_bps_wex_RNAseq_gene_exp.diff.gz,conservative,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_myotubes.txt.gz,conservative,NA,NA,NA
GSE38413,GSE38413_Maize_Pericarp_14DAP_mRNA-Seq_gene_exp.diff.gz,conservative,NA,NA,NA
GSE122139,GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,conservative,NA,uniform,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-Sheet1,conservative,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12,conservative,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12wrnai,conservative,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4rasv12 vs rasv12wrnai,conservative,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs rasv12ep3037,conservative,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-rasv12 vs rasv12EP3037,conservative,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-rasv12wrnai vs rasv12EP3037,conservative,NA,NA,NA
GSE115498,GSE115498_cuffdiff_2mmTassel_FPKMvalues.txt.gz,conservative,NA,NA,NA
GSE97443,GSE97443_KnockDown2_vs_Control2.all.gene.result.txt.gz,bimodal,NA,anti-conservative,0.9843500458623524
GSE94814,GSE94814_subcortex.txt.gz,conservative,NA,NA,NA
GSE91060,GSE91060_E11_vs._P1.xlsx,bimodal,NA,NA,NA
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE80718,GSE80718_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE69125,GSE69125_10408_gene_exp.diff.gz,conservative,NA,NA,NA
GSE70728,GSE70728_KDM2B_RNAseq_DEG.diff.gz,conservative,NA,NA,NA
GSE74131,GSE74131_gene_exp.diff.gz,conservative,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_usp10.txt.gz,conservative,NA,NA,NA
GSE66506,GSE66506_DE_analysis_010714.xlsx-sheet-All_Genes,bimodal,NA,NA,NA
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Hypoxia vs ELT-2 Hypoxia,conservative,NA,NA,NA
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Hypoxia vs ELT-2 Normoxia,conservative,NA,NA,NA
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Normoxia vs Cntrl Hypoxia,conservative,NA,NA,NA
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntrl Normoxia vs ELT-2 Hypoxia,conservative,NA,NA,NA
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-Cntl Normoxia vs ELT-2 Normoxia,conservative,NA,NA,NA
GSE60825,GSE60825_Differential_Expression.xlsx-sheet-ELT-Normoxia vs ELT-2 Hypoxia,conservative,NA,NA,NA
GSE44846,GSE44846_O157_genome_total.xlsx.gz-sheet-Sheet1,bimodal,NA,NA,NA
GSE112367,GSE112367_adr1.adr2.ip.input.deseq.txt.gz,other,NA,other,NA
GSE98541,GSE98541_RPE1_diff_expression_WT_SAFA.xlsx,conservative,NA,NA,NA
GSE91060,GSE91060_E16_vs._P1.xlsx,bimodal,NA,NA,NA
GSE83405,GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx-sheet-Φύλλο1,conservative,NA,NA,NA
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_chronic_gene_differential_expression_testing.txt.gz,conservative,NA,NA,NA
GSE78996,GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx,bimodal,NA,NA,NA
GSE51893,GSE51893_wt_v_MZeomesa-sphere_gene_exp.txt.gz,conservative,NA,NA,NA
GSE58662,GSE58662_Processed_Data.xls.gz-set-0,conservative,NA,NA,NA
GSE58662,GSE58662_Processed_Data.xls.gz-set-1,conservative,NA,NA,NA
GSE58662,GSE58662_Processed_Data.xls.gz-set-2,conservative,NA,NA,NA
GSE58662,GSE58662_Processed_Data.xls.gz-set-3,conservative,NA,NA,NA
GSE46486,GSE46486_young_old_deseq.txt.gz,conservative,NA,anti-conservative,0.9919211448862958
GSE52450,GSE52450_Cuffdiff_on_pre-pro-B_and_pro-B_aligned_reads_transcript_differential_expression_testing_Bv46.txt.gz,conservative,NA,NA,NA
GSE38413,GSE38413_Maize_Pericarp_25DAP_mRNA-Seq_gene_exp.diff.gz,conservative,NA,NA,NA
GSE115349,GSE115349_PD09_v_PD11.batch1.novel.gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE118674,GSE118674_Zhu_processed_data.xlsx.gz-sheet-Deseq2_raw_output,other,NA,anti-conservative,0.638479627486986
GSE94355,GSE94355_data_all_expressed.corr.xlsx,conservative,NA,other,NA
GSE104560,GSE104560_WT_differentiation_day_2_to_3_transition.diff.gz,other,NA,NA,NA
GSE89245,GSE89245_2hr_gene_exp.diff.gz,conservative,NA,NA,NA
GSE84160,GSE84160_WT_vs_Med1KO_gene_exp.txt.gz,bimodal,NA,NA,NA
GSE59954,GSE59954_gene_expression.txt.gz,bimodal,NA,NA,NA
GSE94252,GSE94252_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs WT,other,NA,other,NA
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PM vs WT,other,NA,other,NA
GSE97525,GSE97525_Dm_AKHR_F2_RNA-seq.xlsx-sheet-PP vs PM,other,NA,other,NA
GSE95234,GSE95234_IPInputFPKM.xlsx,conservative,NA,NA,NA
GSE78834,GSE78834_gene_expression_profiles.txt.gz,bimodal,NA,NA,NA
GSE64025,GSE64025_gene_exp.diff.gz,conservative,NA,NA,NA
GSE64544,GSE64544_LV_processed.txt.gz,conservative,NA,NA,NA
GSE63758,GSE63758_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE42805,GSE42805_acute_gene.diff.gz,conservative,NA,NA,NA
GSE115349,GSE115349_PD09_v_PD12.batch1.novel.gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE80554,GSE80554_gene_exp.diff.gz,conservative,NA,NA,NA
GSE97623,GSE97623_Prepub_vs_Pub.Differential_analysis_results.txt.gz,bimodal,NA,NA,NA
GSE104560,GSE104560_WT_differentiation_day_3_to_4_transition.diff.gz,other,NA,NA,NA
GSE89245,GSE89245_4hr_gene_exp.diff.gz,conservative,NA,NA,NA
GSE95234,GSE95234_NotInfectedInfectedFPKM.xlsx-set-0,conservative,NA,NA,NA
GSE95234,GSE95234_NotInfectedInfectedFPKM.xlsx-set-1,conservative,NA,NA,NA
GSE77034,GSE77034_aza_vs_PBS.gene_exp.tsv.gz,conservative,NA,NA,NA
GSE80370,GSE80370_col_morc6_gene_exp.diff.gz,conservative,NA,NA,NA
GSE64544,GSE64544_MV_processed.txt.gz,conservative,NA,NA,NA
GSE42805,GSE42805_cds.diff.gz,bimodal,NA,NA,NA
GSE115349,GSE115349_PD10_v_PD11.batch1.novel.gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE110045,GSE110045_Ctrl_vs_DAC_diff_expr.xlsx.gz,conservative,NA,other,NA
GSE109443,GSE109443_CRTC3-Bko-SVF_gene_exp.diff.gz,conservative,NA,NA,NA
GSE104560,GSE104560_WT_proliferation_to_day_0_differentiation_transition.diff.gz,other,NA,NA,NA
GSE89245,GSE89245_6hr_gene_exp.diff.gz,conservative,NA,NA,NA
GSE97027,GSE97027_2017RNAseq_Cdk8Tg_gene_exp.txt.gz,bimodal,NA,NA,NA
GSE65994,GSE65994_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,conservative,NA,NA,NA
GSE77113,GSE77113_GC_WT_vs_Hdac3KO.diff.gz,conservative,NA,NA,NA
GSE77034,GSE77034_aza_vs_vc.gene_exp.tsv.gz,conservative,NA,NA,NA
GSE80370,GSE80370_col_suvh2suvh9_gene_exp.diff.gz,conservative,NA,NA,NA
GSE63485,GSE63485_KS_J1Csh63_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,conservative,NA,NA,NA
GSE71369,GSE71369_Processed_data_GRO_seq.xlsx-sheet-untethered_vs_tethered_RPM,bimodal,NA,NA,NA
GSE42805,GSE42805_cds_exp.diff.gz,conservative,NA,NA,NA
GSE115349,GSE115349_PD10_v_PD12.batch1.novel.gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE110045,GSE110045_Ctrl_vs_PARA_DAC_diff_expr.xlsx.gz,conservative,NA,other,NA
GSE111792,GSE111792_cuffdiff_seedlingB73_FPKMvalues.txt.gz,conservative,NA,NA,NA
GSE112367,GSE112367_n2.adr2.ip.input.deseq.txt.gz,spiky,NA,anti-conservative,0.5665639157231666
GSE117559,GSE117559_gene_exp.diff.gz,conservative,NA,NA,NA
GSE115606,GSE115606_piRNA.txt.gz,spiky,NA,NA,NA
GSE104518,GSE104518_Combined_1d-WT_1d-SIG_7d-WT_7d-SIG.txt.gz-set-0,conservative,NA,NA,NA
GSE104518,GSE104518_Combined_1d-WT_1d-SIG_7d-WT_7d-SIG.txt.gz-set-1,bimodal,NA,NA,NA
GSE107849,GSE107849_Farr_Monroe_2017_Processed_Data.xlsx,bimodal,NA,NA,NA
GSE97258,GSE97258_differential_expression.xls.gz-sheet-Sheet1,bimodal,NA,NA,NA
GSE98759,GSE98759_gene_exp.txt.gz,other,NA,other,NA
GSE95481,GSE95481_GCN5_RNAi_vs_WT_root_tip_gene_exp.diff.gz,conservative,NA,NA,NA
GSE90876,GSE90876_Cuffdiff_SM_vs_SM_Dev.txt.gz,conservative,NA,NA,NA
GSE64641,GSE64641_leaf_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE77113,GSE77113_Hdac3KO_non-GC_vs_GC.diff.gz,conservative,NA,NA,NA
GSE77034,GSE77034_combo_vs_PBS.gene_exp.tsv.gz,conservative,NA,NA,NA
GSE66619,GSE66619_DRG_Con_vs_Ips_mrna_gene_exp.diff.txt.gz,bimodal,NA,NA,NA
GSE63485,GSE63485_KS_J1Csh95_vs_KS_CTRL.two_replicates.all_gene_exp.tbl.txt.gz,conservative,NA,NA,NA
GSE42805,GSE42805_gene_exp.diff.gz,conservative,NA,NA,NA
GSE52385,GSE52385_siCtrl_VS_siSRA_assemblenewgenes.txt.gz,conservative,NA,NA,NA
GSE36872,GSE36872_NascentSeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,spiky,NA,NA,NA
GSE115349,GSE115349_PD11_v_PD12.batch1.novel.gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE123400,GSE123400_Vg6_differentially_expression.csv.gz,bimodal,NA,NA,NA
GSE122210,GSE122210_DMSO_vs_CKBA.diff.exp.annot.xls.gz,conservative,NA,NA,NA
GSE110045,GSE110045_Ctrl_vs_PARA_diff_expr.xlsx.gz,conservative,NA,other,NA
GSE115743,GSE115743_TgCd2G3.fpkm.txt.gz,conservative,NA,NA,NA
GSE85883,GSE85883_CM_D_expression.diff.xlsx-sheet-gene_exp,conservative,NA,NA,NA
GSE102138,GSE102138_Long_non_coding_RNA.txt.gz-set-0,bimodal,NA,NA,NA
GSE102138,GSE102138_Long_non_coding_RNA.txt.gz-set-1,spiky,NA,NA,NA
GSE102138,GSE102138_Long_non_coding_RNA.txt.gz-set-2,spiky,NA,NA,NA
GSE85402,GSE85402_gene_exp.diff.gz,conservative,NA,NA,NA
GSE98739,GSE98739_Q111SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,bimodal,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-0,bimodal,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-1,bimodal,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-2,bimodal,NA,NA,NA
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz-set-3,bimodal,NA,NA,NA
GSE95481,GSE95481_GCN5_RNAi_vs_WT_whole_root_gene_exp.diff.gz,conservative,NA,NA,NA
GSE83819,GSE83819_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE64641,GSE64641_seedling_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE77113,GSE77113_WT_non-GC_vs_GC.diff.gz,bimodal,NA,NA,NA
GSE77034,GSE77034_combo_vs_aza.gene_exp.tsv.gz,conservative,NA,NA,NA
GSE74893,GSE74893_ctrl_and_Tsc1ckO_gene_exp.txt.gz,conservative,NA,NA,NA
GSE77218,GSE77218_A3_A2.xlsx-sheet-express,bimodal,NA,NA,NA
GSE66619,GSE66619_Dorsal_Cord_Ipsi_vs_Con_mrna_gene_exp.diff.txt.gz,bimodal,NA,NA,NA
GSE63485,GSE63485_shAML1_ETO_vs_shControl.all_gene_exp.tbl.txt.gz,conservative,NA,NA,NA
GSE62647,GSE62647_Setd8_differential_expression_analyses.txt.gz,conservative,NA,NA,NA
GSE66478,GSE66478_gene_exp.txt.gz,bimodal,NA,NA,NA
GSE47395,GSE47395_gene_exp.diff.anno.known.csv.gz,conservative,NA,NA,NA
GSE55090,GSE55090_cds_exp.diff.txt.gz,bimodal,NA,NA,NA
GSE42805,GSE42805_isoform_exp.diff.gz,bimodal,NA,NA,NA
GSE52385,GSE52385_siCtrl_VS_siSRA_notassemblenewgenes.txt.gz,conservative,NA,NA,NA
GSE50068,GSE50068_Cuffdiff_output.txt.gz,bimodal,NA,NA,NA
GSE36871,GSE36871_RNASeq_Mouse_Liver_NormalizedGeneSignal.txt.gz,spiky,NA,NA,NA
GSE115349,GSE115349_PD19_v_PD20.batch2.novel.gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE115740,GSE115740_GW.fpkm.xlsx-sheet-White_V_Green,conservative,NA,NA,NA
GSE115740,GSE115740_GW.fpkm.xlsx-sheet-White_2_V_green_2,conservative,NA,NA,NA
GSE97868,GSE97868_Suppl_Diff_Exp_Results_24_0-vs-72_0.txt.gz,conservative,NA,NA,NA
GSE97021,GSE97021_WT_KO_RNAseq_cuffdiff_gene_exp.diff.gz,conservative,NA,NA,NA
GSE102138,GSE102138_Protein_Coding_Genes.txt.gz-set-0,conservative,NA,NA,NA
GSE102138,GSE102138_Protein_Coding_Genes.txt.gz-set-1,conservative,NA,NA,NA
GSE102138,GSE102138_Protein_Coding_Genes.txt.gz-set-2,conservative,NA,NA,NA
GSE84367,GSE84367_DEXseq-analysis_SPEN-EBvsWT-EB.csv.gz,uniform,NA,NA,NA
GSE97256,GSE97256_Y1differentialGenes.tab.gz,conservative,NA,NA,NA
GSE98739,GSE98739_Q7SST_vs_Q111DOP_DEGs_with_fpkm.diff.gz,bimodal,NA,NA,NA
