Accession,suppdata_id,Type,pi0,SRP,pi01,fp,rs,ud
GSE89168,GSE89168_72hpupalCNS_WT_dStimKD+Recovery_CuffDiff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83584,GSE83584_processed_data_Day3_5.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE54473,GSE54473_Suv420_gene_exp.xlsx.gz-sheet-gene_exp,bimodal,NA,NA,NA,NA,NA,NA
GSE53470,GSE53470_gene_exp_P251_PCJ_3rep_combined.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE36695,GSE36695_H1SFM_H9SFM.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108800,GSE108800_Chr_dox_noDox_gene_exp.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE108392,GSE108392_Henna_RNA_results_annotated_shPPFIA1_vs_shScr.xlsx,spiky,NA,NA,NA,NA,NA,NA
GSE109111,GSE109111_CuffDiff_DGE_genes.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108347,GSE108347_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE113688,GSE113688_WH_30days_Gene_Exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98045,GSE98045_TSS_groups_differential_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_cds.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106467,GSE106467_Isl-4R_vs_Isl-m1-Treg.gene_exp.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98510,GSE98510_deSeq2_PTH_vs_C.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE87890,GSE87890_vglut1_csv.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81251,GSE81251_Kdm6a_def_mouse_expression_value.xlsx,spiky,NA,NA,NA,NA,NA,NA
GSE84296,GSE84296_Mouse_diff_exp_total.xls.gz-sheet-Sheet1,conservative,NA,NA,NA,NA,NA,NA
GSE84296,GSE84296_Mouse_diff_exp_total.xls.gz-sheet-VEGFA,conservative,NA,NA,NA,NA,NA,NA
GSE84296,GSE84296_Mouse_diff_exp_total.xls.gz-sheet-CXCR4,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P2_gene_exp_up,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P7_gene_exp_up,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P14_P7_gene_exp_down,bimodal,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P7_P2_gene_exp_up,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_groupwise_comparisons.xlsx-sheet-P7_P2_gene_exp_down,bimodal,NA,NA,NA,NA,NA,NA
GSE53470,GSE53470_gene_exp_P251_PJD_3rep_combined.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE58115,GSE58115_4858DM98-3_VS_4858C6_differential_all.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE36695,GSE36695_H1SFM_hfSFM.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE35178,GSE35178_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108798,GSE108798_CNOT1_CNOT7_shRNA.xlsx-sheet-noTarget vs CNOT1,conservative,NA,NA,NA,NA,NA,NA
GSE108798,GSE108798_CNOT1_CNOT7_shRNA.xlsx-sheet-noTarget vs CNOT7,conservative,NA,NA,NA,NA,NA,NA
GSE116462,GSE116462_Lncenc1_KD_deseq_table.txt.gz,uniform,NA,NA,NA,NA,NA,NA
GSE107564,GSE107564_control.vs.shIMP_75_treated.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98045,GSE98045_genes_differential_exp.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_cds_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE101868,GSE101868_Human_Macrophages_Epithelium.txt.gz-set-0,conservative,NA,NA,NA,NA,NA,NA
GSE101868,GSE101868_Human_Macrophages_Epithelium.txt.gz-set-1,bimodal,NA,NA,NA,NA,NA,NA
GSE87890,GSE87890_vglut2_csv.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE88700,GSE88700_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE69205,GSE69205_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84296,GSE84296_human_diff_exp_total.xls.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87240,GSE87240_gene_expnorliver.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE68736,GSE68736_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83137,GSE83137_H2_vs_Lanact_pval.csv.gz,other,NA,NA,NA,NA,NA,NA
GSE72172,GSE72172_S2_vs_SIN3_187.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P2_1_P2_3_gene_exp_up,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P2_1_P2_3_gene_exp_down,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P7_1_P7_2_gene_exp_up,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P7_1_P7_2_gene_exp_down,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P14_2_P14_3_gene_exp_up,conservative,NA,NA,NA,NA,NA,NA
GSE75832,GSE75832_DifferentialExpression_withingroup.xlsx-sheet-P14_2_P14_3_gene_exp_down,conservative,NA,NA,NA,NA,NA,NA
GSE73893,GSE73893_Results_DEXseq.txt.gz,uniform,NA,NA,NA,NA,NA,NA
GSE54286,GSE54286_Lys_sup_pelle_rs_mvhip_Exp.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE36695,GSE36695_H9KSR_H9SFM.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE35178,GSE35178_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE34329,GSE34329_processed_RNAseq_N_way_cuffdiff_combined_replicates_NIvIvPAvPS1145.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-wt vs hsrw66,conservative,NA,NA,NA,NA,NA,NA
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-wt vs hsp90 hsrw66,bimodal,NA,NA,NA,NA,NA,NA
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-hsrw66 vs hsp90 hsrw66,bimodal,NA,NA,NA,NA,NA,NA
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-wt vs hsp90,conservative,NA,NA,NA,NA,NA,NA
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-hsrw66 vs hsp90,conservative,NA,NA,NA,NA,NA,NA
GSE116610,GSE116610_gene_expression_level.xlsx-sheet-hsp90 hsrw66 vs hsp90,bimodal,NA,NA,NA,NA,NA,NA
GSE112936,GSE112936_Galaxy33-_OG1RF_R6_R7_D983_R4_R5_transcript_differential_expression_testing_.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE107564,GSE107564_control.vs.shIMP_77_treated.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108662,GSE108662_KD_vs_NT_cuffdiff_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE109472,GSE109472_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99209,GSE99209_clones_A549_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE92620,GSE92620_J2EvsKLF3_RNA-seq.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87890,GSE87890_vglut3_csv.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE87240,GSE87240_gene_expsk.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE77398,GSE77398_ribo_cuffdiff_genes.xls.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE67029,GSE67029_cuffdiff_mh_h8.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep1 CuffDiff Mock vs AGO2-KD,conservative,NA,NA,NA,NA,NA,NA
GSE68813,GSE68813_Woolnough2015_CuffDiff_RNA-seq.xlsx-sheet-rep2 CuffDiff Mock vs AGO2-KD,conservative,NA,NA,NA,NA,NA,NA
GSE56052,GSE56052_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE60441,GSE60441_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE36695,GSE36695_H9KSR_hfSFM.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-1,bimodal,NA,NA,NA,NA,NA,NA
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-2,bimodal,NA,NA,NA,NA,NA,NA
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-3,spiky,NA,NA,NA,NA,NA,NA
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-4,spiky,NA,NA,NA,NA,NA,NA
GSE34274,GSE34274_Reads_Table_1_Original_RV_Mu1_RV_Mu3_RV_Wt1_RV_Wt2.expr.txt.gz-set-5,bimodal,NA,NA,NA,NA,NA,NA
GSE112936,GSE112936_Galaxy73-_OG1RF_vs_D983_BHI_transcript_differential_expression_testing_.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE109111,GSE109111_NTC_KD_DESeq_analysis_Result_Table.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE107199,GSE107199_polyIC_vs._WT_ctrl_all.xlsx.gz-set-1,conservative,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106467,GSE106467_Isl-4R_vs_Spl-4R.gene_exp.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99209,GSE99209_clones_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98232,GSE98232_transcripts_differential_wtDFL-invDFL.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE92345,GSE92345_H9_I_pqvalues.poisson.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE74886,GSE74886_processedFPKMS.xlsx,bimodal,NA,NA,NA,NA,NA,NA
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE87240,GSE87240_hep_gene_exphep.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76453,GSE76453_cuffdiff_E2.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE75247,GSE75247_processed_data.txt.gz-set-0,spiky,NA,NA,NA,NA,NA,NA
GSE75247,GSE75247_processed_data.txt.gz-set-1,spiky,NA,NA,NA,NA,NA,NA
GSE77862,GSE77862_nhay_-_Alb-Cre.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE53599,GSE53599_D5-1322_vs_RLuc-713_24hrs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE36695,GSE36695_H9SFM_hfSFM.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE123277,GSE123277_Control_vs_Deferasirox_Treated.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs DOX,bimodal,NA,NA,NA,NA,NA,NA
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs E14,bimodal,NA,NA,NA,NA,NA,NA
GSE108794,GSE108794_ESC_Differentiation_RNA-Seq.xlsx-sheet-noDox vs NLS,conservative,NA,NA,NA,NA,NA,NA
GSE109111,GSE109111_WT_KD_DESeq_analysis_Result_Table.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_sfs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_promoters.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE104560,GSE104560_Emerin_null_differentiation_day_2_to_3_transition.diff.gz,other,NA,NA,NA,NA,NA,NA
GSE92345,GSE92345_H9_P_pqvalues.poisson.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE83887,GSE83887_gene_exp_Hyl-2_vs_Hyl-2-G.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE76453,GSE76453_cuffdiff_siCtl.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE80135,GSE80135_Lipo_siProx_sig_results.csv.gz,spiky,NA,NA,NA,NA,NA,NA
GSE53599,GSE53599_D5-1322_vs_RLuc-713_48hrs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE116476,GSE116476_gene_expression_level.xlsx-sheet-sevgal4uasgfp vs sevgal4wrnai,conservative,NA,NA,NA,NA,NA,NA
GSE116476,GSE116476_gene_expression_level.xlsx-sheet-sevgal4EP3037 vs sevgal4GFP,conservative,NA,NA,NA,NA,NA,NA
GSE109111,GSE109111_WT_NTC_DESeq_analysis_Result_Table.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_vics.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE111221,GSE111221_BBCdiffGE.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_splicing.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE95056,GSE95056_Cortex_cds_exp_diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83887,GSE83887_gene_exp_N2_vs_Hyl-2.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE76453,GSE76453_cuffdiff_siZNF143.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE80135,GSE80135_siNeg_Lipo_results.csv.gz,spiky,NA,NA,NA,NA,NA,NA
GSE77793,GSE77793_gene_exp_diff_fc_hepatocytes_DMSO_GL_TamerSallam_122012.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53599,GSE53599_D5-2086_vs_RLuc-713_24hrs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE118371,GSE118371_gene_exp_ColxCol_endosperm_ColxCvi_endosperm.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE108451,GSE108451_metaseqr_dare_wt_sfs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100092,GSE100092_tss_group_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE106467,GSE106467_Isl-m1-Treg_vs_Spl-mR.gene_exp.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE97792,GSE97792_W5_panW5.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE95056,GSE95056_Hippo_cds_exp_diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE90921,GSE90921_deseq_res.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE92989,GSE92989_Drought_2_days.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE92345,GSE92345_HEK_P_pqvalues.poisson.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE76453,GSE76453_cuffdiff_veh.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE80135,GSE80135_siNeg_siProx_SC_results.csv.gz,spiky,NA,NA,NA,NA,NA,NA
GSE64080,GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE64080,GSE64080_miR-93_CuffDiff.xls.gz-sheet-diffExpResults-set-1,bimodal,NA,NA,NA,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M arr VS con,conservative,NA,NA,NA,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M tra VS arr,conservative,NA,NA,NA,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-M tra VS con,other,NA,NA,NA,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC arr VS con,conservative,NA,NA,NA,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC tra VS arr,conservative,NA,NA,NA,NA,NA,NA
GSE78194,GSE78194_Table_s1.xls.gz-sheet-EC tra VS con,conservative,NA,NA,NA,NA,NA,NA
GSE73077,GSE73077_fpkm_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE63889,GSE63889_Diff_0U_120U_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53599,GSE53599_D5-2086_vs_RLuc-713_48hrs.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE118371,GSE118371_gene_exp_ColxCol_hdg3Col.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108451,GSE108451_metaseqr_dare_wt_vics.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE104560,GSE104560_Emerin_null_differentiaton_day_3_to_4_transition.diff.gz,other,NA,NA,NA,NA,NA,NA
GSE92989,GSE92989_Drought_3_days.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE95181,GSE95181_HNS_counts_and_DGE.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE81055,GSE81055_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79822,GSE79822_Deseq_totalRNA.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE63889,GSE63889_Diff_120U_120C_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53653,GSE53653_st10.5_Foxh1_MO_gene_exp_diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE33265,GSE33265_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE115554,GSE115554_RNAseq_Genediff_pilot.xlsx,bimodal,NA,NA,NA,NA,NA,NA
GSE103531,GSE103531_summary_lad1.csv.gz,spiky,NA,NA,NA,NA,NA,NA
GSE104560,GSE104560_Emerin_null_proliferation_to_day_0_differentiation_transition.diff.gz,other,NA,NA,NA,NA,NA,NA
GSE92651,GSE92651_DMS114_Control_DMS114_Resistant_3uM_BGJ_differential_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE98875,GSE98875_Diff.summary.xlsx-sheet-all_genes,conservative,NA,NA,NA,NA,NA,NA
GSE81055,GSE81055_gene_exp.diff_bias.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE77229,GSE77229_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86837,GSE86837_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81114,GSE81114_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE71159,GSE71159_E3KO_vs_EfCtrl_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE64185,GSE64185_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53653,GSE53653_st10.5_SB431542_gene_exp_diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE52551,GSE52551_delta_Rv3263_expr.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE33265,GSE33265_isoform_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE115554,GSE115554_RNAseq_Isoformsdiff_pilot.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE117032,GSE117032_H33BKI_WT_ESC_vs_NPC_gene_exp_diff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE106467,GSE106467_Spl-4R_vs_Spl-mR.gene_exp.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE104290,GSE104290_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE92651,GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE71159,GSE71159_ECtrl_vs_E3KO_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE74381,GSE74381_gene_exp_control2vsZeb2cKO2diff.xlsx,bimodal,NA,NA,NA,NA,NA,NA
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79758,GSE79758_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE60756,GSE60756_Richards_092013_B6_vs_Cast_DESeq_Stats-NormSignal_Annotated.txt.gz,uniform,NA,NA,NA,NA,NA,NA
GSE63794,GSE63794_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE52284,GSE52284_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE117032,GSE117032_H33BKI_WT_NPC_vs_FIDC4_NPC_gene_exp_diff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE90925,GSE90925_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_12_P-T_11_12_C,conservative,NA,NA,NA,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_11_19_1_P-T_11_19_1_C,conservative,NA,NA,NA,NA,NA,NA
GSE83560,GSE83560_degTest_byCuffdiff.xlsx-sheet-T_72_P-T_72_C,conservative,NA,NA,NA,NA,NA,NA
GSE92246,GSE92246_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE71159,GSE71159_ECtrl_vs_EfCtrl_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE77351,GSE77351_Farshchian.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE80068,GSE80068_col_h2h9_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79416,GSE79416_new-lncRNA_transcript_output.xls.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE76627,GSE76627_CNBP-cuffdif.xlsx.gz,conservative,NA,NA,NA,NA,NA,NA
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_C_compared_to_siRbfox1_3+EGFP.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D0.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE65408,GSE65408_processed_data_file.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE40548,GSE40548_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE38414,GSE38414_Maize_Silks_mRNA-Seq_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE117032,GSE117032_H33BKI_WT_NPC_vs_FIDD8_NPC_gene_exp_diff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE110073,GSE110073_DESeq_Trub_CO_vs_CBS.csv.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE103999,GSE103999_mStromal_WTvHet_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100075,GSE100075_cuffdiff_MCF7_gene_exp.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE78527,GSE78527_siSNRNP40_siControl_processed.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE80068,GSE80068_col_nrpe1_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_N_compared_to_siRbfox1_3+EGFP.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_D6.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE55394,GSE55394_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE114652,GSE114652_trim9_sham_stroke.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE110073,GSE110073_DESeq_hg19_CO_vs_H.csv.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE117229,GSE117229_Galaxy247-_Cuffdiff_on_data_212__data_203__and_others_gene_differential_expression_testing_.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE112649,GSE112649_TAC_tree_RNAseq_processed_data_CLC_DEG_output.txt.gz-set-0,other,NA,NA,NA,NA,NA,NA
GSE112649,GSE112649_TAC_tree_RNAseq_processed_data_CLC_DEG_output.txt.gz-set-1,conservative,NA,NA,NA,NA,NA,NA
GSE108844,GSE108844_4comparisons_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE100075,GSE100075_cuffdiff_SUM44_gene_exp.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE94814,GSE94814_cortex.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE91060,GSE91060_E11_vs._E16.xls.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE67787,GSE67787_con_bps_wex_RNAseq_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE72105,GSE72105_Differential_Gene_Expression_Summary_myotubes.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE38413,GSE38413_Maize_Pericarp_14DAP_mRNA-Seq_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE122139,GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-Sheet1,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs sevgal4rasv12wrnai,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4rasv12 vs rasv12wrnai,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-sevgal4 vs rasv12ep3037,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-rasv12 vs rasv12EP3037,conservative,NA,NA,NA,NA,NA,NA
GSE107529,GSE107529_gene_expression_level.xlsx-sheet-rasv12wrnai vs rasv12EP3037,conservative,NA,NA,NA,NA,NA,NA
GSE115498,GSE115498_cuffdiff_2mmTassel_FPKMvalues.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE97443,GSE97443_KnockDown2_vs_Control2.all.gene.result.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
